FID,Shape_Leng,Shape_Area,Count_,Count_1,landslide,prob
0,2550,85000,0,0,0,0.78128
1,5050,403750,0,0,0,0.49033
2,5050,576875,0,0,0,0.718633
3,1200,55000,0,0,0,0.52384
4,2150,130000,0,0,0,0.528786
5,1500,95000,0,0,0,0.673499
6,5050,651875,0,0,0,0.704581
7,1150,40000,0,0,0,0.243628
8,2950,148750,0,0,0,0.636224
9,2300,142500,0,0,0,0.299902
10,2850,253125,0,0,0,0.550708
11,1150,58125,0,0,0,0.0584118
12,1650,82500,0,0,0,0.0394878
13,5650,736250,0,0,0,0.19852
14,4250,302500,0,0,0,0.791118
15,4150,567500,0,0,0,0.779417
16,7550,1542500,0,0,0,0.29016
17,2500,133750,0,0,0,0.772848
18,3300,281875,0,0,0,0.449497
19,4300,244375,0,0,0,0.527945
20,4350,288750,0,0,0,0.320861
21,3250,271875,0,0,0,0.435912
22,3250,279375,0,0,0,0.202852
23,5850,371875,0,0,0,0.320711
24,4500,677500,0,0,0,0.24193
25,3250,181875,0,0,0,0.149688
26,1000,30625,0,0,0,0.206318
27,5700,810000,0,0,0,0.169987
28,1300,52500,0,0,0,0.486733
29,2500,182500,0,0,0,0.649995
30,3700,312500,0,0,0,0.319793
31,1350,43125,0,0,0,0.035135
32,3050,100000,0,0,0,0.100032
33,2050,91250,0,0,0,0.320582
34,5000,322500,0,0,0,0.609821
35,3450,131875,0,0,0,0.699877
36,900,31250,0,0,0,0.12859
37,2100,116875,0,0,0,0.0710583
38,3550,191250,0,0,0,0.281586
39,4300,370625,0,0,0,0.644025
40,3250,111875,0,0,0,0.422999
41,3450,325000,0,0,0,0.580155
42,3600,244375,0,0,0,0.463886
43,4900,484375,0,0,0,0.591349
44,5250,218125,0,0,0,0.3694
45,3650,163125,0,0,0,0.445295
46,4500,563125,0,0,0,0.248772
47,3650,213125,0,0,0,0.71135
48,2750,291875,0,0,0,0.25531
49,3100,254375,0,0,0,0.344976
50,3450,295625,0,0,0,0.222523
51,3800,246875,0,0,0,0.512689
52,1800,98125,0,0,0,0.463375
53,1050,17500,0,0,0,0.38898
54,4700,455000,0,0,0,0.158292
55,4700,412500,0,0,0,0.659193
56,4850,510625,0,0,0,0.457238
57,3450,183750,0,0,0,0.736939
58,2950,240000,0,0,0,0.358061
59,4600,396250,0,0,0,0.780376
60,4100,165625,0,0,0,0.363713
61,1800,93125,0,0,0,0.35902
62,3500,230625,0,0,0,0.24866
63,5250,365000,0,0,0,0.292637
64,3500,202500,0,0,0,0.441914
65,2600,245000,0,0,0,0.406854
66,1350,46250,0,0,0,0.254728
67,4700,515625,0,0,0,0.60885
68,3400,216250,0,0,0,0.53984
69,3600,132500,0,0,0,0.354091
70,1250,55625,0,0,0,0.0896255
71,3850,341250,0,0,0,0.707234
72,3650,331875,0,0,0,0.792188
73,4900,213125,0,0,0,0.12581
74,5250,507500,0,0,0,0.477409
75,3900,163750,0,0,0,0.609272
76,4300,343750,0,0,0,0.137271
77,3250,295625,0,0,0,0.494647
78,1000,34375,0,0,0,0.200396
79,3550,345625,0,0,0,0.333865
80,3000,171875,0,0,0,0.282598
81,4000,348750,0,0,0,0.740759
82,2600,97500,0,0,0,0.513185
83,4850,540000,0,0,0,0.499119
84,900,18750,0,0,0,0.0405143
85,3500,190625,0,0,0,0.659268
86,3700,265000,0,0,0,0.761051
87,3350,220000,0,0,0,0.725048
88,4500,491250,0,0,0,0.881236
89,800,27500,0,0,0,0.272229
90,4000,355625,0,0,0,0.606748
91,5550,723125,0,0,0,0.80369
92,2800,180000,0,0,0,0.327011
93,2550,78125,0,0,0,0.626593
94,1500,68125,0,0,0,0.59129
95,3700,291250,0,0,0,0.505252
96,5800,359375,0,0,0,0.59484
97,4250,256875,0,0,0,0.538527
98,3800,465625,0,0,0,0.736163
99,2800,154375,0,0,0,0.325133
100,2750,145625,0,0,0,0.625118
101,2900,308750,0,0,0,0.33684
102,4350,215000,0,0,0,0.658426
103,3450,271250,0,0,0,0.32665
104,1300,58125,0,0,0,0.334441
105,5300,329375,0,0,0,0.61808
106,5350,576875,0,0,0,0.705596
107,6350,735625,0,0,0,0.664007
108,3500,364375,0,0,0,0.343461
109,1950,97500,0,0,0,0.613094
110,4750,428125,0,0,0,0.806929
111,3800,319375,0,0,0,0.316635
112,2900,236250,0,0,0,0.26369
113,2300,133750,0,0,0,0.163048
114,4000,196875,0,0,0,0.289132
115,4950,596875,0,0,0,0.51049
116,4250,210625,0,0,0,0.536066
117,1000,25000,0,0,0,0.410102
118,1400,49375,0,0,0,0.301231
119,3800,275000,0,0,0,0.816669
120,2400,189375,0,0,0,0.468468
121,1300,43125,0,0,0,0.128005
122,3950,183750,0,0,0,0.485772
123,1500,51250,0,0,0,0.21783
124,3450,219375,0,0,0,0.482589
125,1150,46250,0,0,0,0.0609036
126,3650,351875,0,0,0,0.452054
127,4000,320000,0,0,0,0.468839
128,1850,79375,0,0,0,0.224231
129,2650,170625,0,0,0,0.362654
130,4350,414375,0,0,0,0.728479
131,5700,401875,0,0,0,0.513318
132,2600,141875,0,0,0,0.386596
133,3750,298125,0,0,0,0.879551
134,3150,293750,0,0,0,0.263308
135,900,24375,0,0,0,0.52172
136,2750,161250,0,0,0,0.39568
137,2750,135000,0,0,0,0.669116
138,4350,390000,0,0,0,0.787704
139,6450,565000,0,0,0,0.811986
140,2100,93750,0,0,0,0.468007
141,4650,620000,0,0,0,0.320061
142,5100,641875,0,0,0,0.72022
143,4400,287500,0,0,0,0.557036
144,4100,209375,0,0,0,0.247514
145,850,27500,0,0,0,0.455124
146,3350,218125,0,0,0,0.368659
147,3700,318125,0,0,0,0.681323
148,4450,416875,0,0,0,0.2267
149,1300,52500,0,0,0,0.242342
150,1900,102500,0,0,0,0.151063
151,1800,60000,0,0,0,0.492621
152,1700,100625,0,0,0,0.498585
153,2100,87500,0,0,0,0.258838
154,2550,157500,0,0,0,0.55291
155,3950,267500,0,0,0,0.651741
156,3950,305000,0,0,0,0.100101
157,3700,285000,0,0,0,0.470894
158,2200,97500,0,0,0,0.0465549
159,3850,183750,0,0,0,0.346417
160,3700,317500,0,0,0,0.396381
161,2650,223125,0,0,0,0.574318
162,2900,158125,0,0,0,0.46821
163,3050,274375,0,0,0,0.238246
164,3400,255625,0,0,0,0.274515
165,4850,595625,0,0,0,0.281941
166,4550,500000,0,0,0,0.706274
167,2950,235625,0,0,0,0.43982
168,1100,23125,0,0,0,0.552165
169,4300,240000,0,0,0,0.560264
170,2900,261250,0,0,0,0.618482
171,3550,423750,0,0,0,0.717489
172,750,18750,0,0,0,0.623638
173,1700,76875,0,0,0,0.537773
174,9100,1246875,0,0,0,0.687306
175,2700,163750,0,0,0,0.526531
176,2350,141875,0,0,0,0.103471
177,5100,327500,0,0,0,0.531289
178,1000,21250,0,0,0,0.106056
179,5150,288750,0,0,0,0.221291
180,950,30000,0,0,0,0.0742029
181,850,23125,0,0,0,0.18606
182,2100,73125,0,0,0,0.702027
183,1250,51875,0,0,0,0.453467
184,2250,70625,0,0,0,0.73991
185,2800,211250,0,0,0,0.836908
186,2500,183125,0,0,0,0.0485373
187,3050,196875,0,0,0,0.174377
188,3750,371875,0,0,0,0.524572
189,2550,203750,0,0,0,0.283963
190,3550,323750,0,0,0,0.467547
191,1950,95625,0,0,0,0.402895
192,2750,213750,0,0,0,0.187367
193,5250,562500,0,0,0,0.724899
194,3700,251250,0,0,0,0.283171
195,1400,33750,0,0,0,0.598146
196,1950,46250,0,0,0,0.741127
197,4050,226875,0,0,0,0.441388
198,4300,370000,0,0,0,0.827213
199,3900,209375,0,0,0,0.407369
200,3250,323125,0,0,0,0.261572
201,2650,146875,0,0,0,0.684595
202,1150,23125,0,0,0,0.0737598
203,4700,286875,0,0,0,0.583956
204,4250,458125,0,0,0,0.92962
205,5250,752500,0,0,0,0.734567
206,1550,88750,0,0,0,0.758244
207,5600,625000,0,0,0,0.730561
208,4950,296250,0,0,0,0.267081
209,2200,155625,0,0,0,0.116109
210,3300,301250,0,0,0,0.799043
211,2150,93125,0,0,0,0.466877
212,3350,321250,0,0,0,0.302036
213,3800,274375,0,0,0,0.701309
214,5000,578125,0,0,0,0.595174
215,3100,180000,0,0,0,0.502663
216,4650,511875,0,0,0,0.890213
217,5900,1108750,0,0,0,0.833855
218,3950,185000,0,0,0,0.281108
219,1300,61250,0,0,0,0.310313
220,3150,215625,0,0,0,0.807392
221,2650,210625,0,0,0,0.491212
222,2150,148125,0,0,0,0.171246
223,4550,411250,0,0,0,0.804561
224,1450,68125,0,0,0,0.113675
225,3650,361875,0,0,0,0.165971
226,4100,212500,0,0,0,0.468394
227,5000,433125,0,0,0,0.521288
228,4600,313750,0,0,0,0.56017
229,3650,471875,0,0,0,0.642236
230,2350,148125,0,0,0,0.108481
231,5200,311250,0,0,0,0.211926
232,3500,212500,0,0,0,0.778211
233,2400,118750,0,0,0,0.241085
234,2450,133125,0,0,0,0.572706
235,8550,1151875,0,0,0,0.56589
236,3700,313125,0,0,0,0.739081
237,4250,460625,0,0,0,0.616963
238,2600,178125,0,0,0,0.421146
239,3400,218750,0,0,0,0.853486
240,850,29375,0,0,0,0.0505499
241,1900,86250,0,0,0,0.190541
242,3600,211875,0,0,0,0.729431
243,5600,415000,0,0,0,0.789687
244,4350,405000,0,0,0,0.783859
245,5050,528750,0,0,0,0.906586
246,4450,358750,0,0,0,0.574137
247,4100,453125,0,0,0,0.413476
248,3300,179375,0,0,0,0.665865
249,1550,63750,0,0,0,0.378104
250,6400,1195625,0,0,0,0.685989
251,3700,444375,0,0,0,0.590691
252,3750,249375,0,0,0,0.798771
253,2750,198750,0,0,0,0.601342
254,4300,255000,0,0,0,0.578677
255,1600,50000,0,0,0,0.422331
256,2650,139375,0,0,0,0.289221
257,2300,168125,0,0,0,0.237984
258,1350,35000,0,0,0,0.189685
259,3550,256250,0,0,0,0.838116
260,3650,351250,0,0,0,0.847743
261,3350,339375,0,0,0,0.714854
262,2200,123125,0,0,0,0.537913
263,4300,372500,0,0,0,0.358024
264,3650,249375,0,0,0,0.643612
265,1650,66250,0,0,0,0.081699
266,1550,95000,0,0,0,0.365084
267,5400,852500,0,0,0,0.327941
268,1800,83125,0,0,0,0.611676
269,3750,466250,0,0,0,0.618792
270,3300,262500,0,0,0,0.195835
271,3950,255000,0,0,0,0.841414
272,3700,275000,0,0,0,0.841433
273,700,18125,0,0,0,0.0353168
274,2950,192500,0,0,0,0.342079
275,4700,506250,0,0,0,0.600946
276,7850,1163750,0,0,0,0.717672
277,2350,155000,0,0,0,0.606418
278,1650,85625,0,0,0,0.616702
279,4100,263125,0,0,0,0.81362
280,3100,271875,0,0,0,0.86816
281,3300,204375,0,0,0,0.715584
282,2950,139375,0,0,0,0.342784
283,2950,150000,0,0,0,0.13512
284,6600,600625,0,0,0,0.678439
285,3850,341875,0,0,0,0.484805
286,3250,80625,0,0,0,0.825839
287,1500,33750,0,0,0,0.267542
288,3500,429375,0,0,0,0.510183
289,4050,246875,0,0,0,0.896764
290,3900,376250,0,0,0,0.687828
291,2800,330000,0,0,0,0.188407
292,5350,558750,0,0,0,0.507546
293,1850,96250,0,0,0,0.0795329
294,4300,450625,0,0,0,0.630102
295,6850,787500,0,0,0,0.4248
296,3900,204375,0,0,0,0.870028
297,1700,83125,0,0,0,0.107844
298,2150,99375,0,0,0,0.425302
299,2550,81250,0,0,0,0.66485
300,5600,528750,0,0,0,0.602965
301,4200,365000,0,0,0,0.624983
302,3100,183125,0,0,0,0.90954
303,1950,130000,0,0,0,0.0329248
304,2550,140000,0,0,0,0.719127
305,850,20000,0,0,0,0.0431453
306,3650,246875,0,0,0,0.571054
307,2250,149375,0,0,0,0.120653
308,4650,459375,0,0,0,0.212872
309,3600,167500,0,0,0,0.359495
310,4300,327500,0,0,0,0.53144
311,3550,291250,0,0,0,0.592106
312,2350,140625,0,0,0,0.0880011
313,3200,108750,0,0,0,0.505546
314,5800,687500,0,0,0,0.709561
315,4450,511875,0,0,0,0.612694
316,1650,79375,0,0,0,0.851914
317,8550,1001875,0,0,0,0.702815
318,8100,1368750,0,0,0,0.386076
319,4200,323750,0,0,0,0.641207
320,4200,223125,0,0,0,0.838812
321,3000,165625,0,0,0,0.945165
322,2050,132500,0,0,0,0.191741
323,1750,91250,0,0,0,0.53546
324,3200,188750,0,0,0,0.88577
325,2050,98750,0,0,0,0.66276
326,3800,313750,0,0,0,0.870168
327,2900,121250,0,0,0,0.778874
328,3150,133750,0,0,0,0.229296
329,3400,210625,0,0,0,0.756095
330,3700,354375,0,0,0,0.701302
331,1450,38125,0,0,0,0.350345
332,3200,240000,0,0,0,0.799172
333,2500,126250,0,0,0,0.0617396
334,3050,170625,0,0,0,0.409395
335,150,1250,0,0,0,0.128696
336,3650,470625,0,0,0,0.799496
337,100,625,0,0,0,0.706026
338,4150,420000,0,0,0,0.131664
339,800,28125,0,0,0,0.700873
340,3450,183750,0,0,0,0.756467
341,2450,83750,0,0,0,0.451091
342,2150,110000,0,0,0,0.777726
343,2950,221875,0,0,0,0.197052
344,800,23125,0,0,0,0.329379
345,950,26875,0,0,0,0.334978
346,3100,211250,0,0,0,0.560373
347,4150,592500,0,0,0,0.782722
348,750,23750,0,0,0,0.140823
349,1850,63750,0,0,0,0.700621
350,1400,35625,0,0,0,0.11458
351,2150,99375,0,0,0,0.500708
352,4100,341250,1,1,1,0.653672
353,3700,225625,0,0,0,0.439374
354,3400,131875,0,0,0,0.653768
355,1350,55000,0,0,0,0.335546
356,3650,313125,0,0,0,0.741874
357,2500,157500,0,0,0,0.328515
358,4250,295000,0,0,0,0.83825
359,3350,180000,0,0,0,0.83237
360,4200,213125,0,0,0,0.919935
361,3800,305625,0,0,0,0.337133
362,800,19375,0,0,0,0.476141
363,3500,214375,0,0,0,0.725941
364,4100,198125,0,0,0,0.717131
365,2450,166250,0,0,0,0.366517
366,700,25000,0,0,0,0.0454943
367,1400,61250,0,0,0,0.351357
368,3200,248125,0,0,0,0.710989
369,1100,38750,0,0,0,0.352264
370,5550,576250,0,0,0,0.73213
371,4050,420000,0,0,0,0.219633
372,4100,306250,0,0,0,0.389326
373,950,31250,0,0,0,0.205764
374,1150,51875,0,0,0,0.141193
375,4000,271875,0,0,0,0.284305
376,5000,470000,0,0,0,0.167648
377,2300,146875,0,0,0,0.422684
378,6100,616875,0,0,0,0.733216
379,2550,152500,0,0,0,0.0806142
380,4650,600000,0,0,0,0.776423
381,1650,81250,0,0,0,0.150583
382,3700,146875,0,0,0,0.81935
383,3550,284375,0,0,0,0.772106
384,4050,303125,0,0,0,0.709221
385,3550,293125,0,0,0,0.662575
386,2450,98125,0,0,0,0.372758
387,3950,244375,0,0,0,0.650342
388,2850,184375,0,0,0,0.597314
389,4450,457500,0,0,0,0.760209
390,5800,590625,0,0,0,0.284212
391,2450,161250,0,0,0,0.439976
392,3850,253125,0,0,0,0.742606
393,2500,201250,0,0,0,0.198582
394,2200,128125,0,0,0,0.452769
395,4000,422500,0,0,0,0.296934
396,5100,251875,0,0,0,0.710473
397,3950,234375,0,0,0,0.701145
398,3600,191250,0,0,0,0.528976
399,2600,136250,0,0,0,0.331481
400,3000,148750,0,0,0,0.623354
401,1300,34375,0,0,0,0.220671
402,1800,46875,0,0,0,0.312531
403,2950,191250,0,0,0,0.426467
404,3350,433750,0,0,0,0.80462
405,5550,480000,0,0,0,0.659723
406,4050,217500,0,0,0,0.664949
407,800,16875,0,0,0,0.523077
408,3050,168125,0,0,0,0.279609
409,7000,1092500,0,0,0,0.948256
410,2800,173750,0,0,0,0.759468
411,4000,390625,0,0,0,0.763672
412,4850,510625,0,0,0,0.884114
413,4950,533125,0,0,0,0.680589
414,3050,181875,0,0,0,0.299999
415,3550,200625,0,0,0,0.746184
416,900,24375,0,0,0,0.453749
417,2650,225625,0,0,0,0.47975
418,2950,223750,0,0,0,0.235186
419,2900,208125,0,0,0,0.527505
420,5400,697500,0,0,0,0.65273
421,4900,354375,0,0,0,0.851927
422,1650,41875,0,0,0,0.327417
423,2150,82500,0,0,0,0.529051
424,4450,471875,0,0,0,0.807399
425,4250,459375,0,0,0,0.871749
426,5000,560625,0,0,0,0.94494
427,4000,416875,0,0,0,0.831565
428,3500,172500,0,0,0,0.836935
429,2750,126875,0,0,0,0.874274
430,4750,288750,0,0,0,0.693833
431,3800,257500,0,0,0,0.852625
432,2400,84375,0,0,0,0.29555
433,3500,228125,0,0,0,0.718219
434,4850,625000,0,0,0,0.859128
435,3800,348125,0,0,0,0.414995
436,5100,553750,0,0,0,0.652539
437,2800,206250,0,0,0,0.894373
438,3000,206875,0,0,0,0.617093
439,2800,103750,0,0,0,0.392847
440,4800,330625,0,0,0,0.618893
441,900,25625,0,0,0,0.316622
442,5100,740000,0,0,0,0.833609
443,3900,372500,0,0,0,0.350585
444,3850,400625,0,0,0,0.477368
445,1550,61250,0,0,0,0.832136
446,1350,61875,0,0,0,0.228498
447,3150,181875,0,0,0,0.923361
448,3350,150000,0,0,0,0.860107
449,4100,302500,0,0,0,0.272703
450,1500,98750,0,0,0,0.0463525
451,3000,287500,0,0,0,0.879426
452,4250,350000,0,0,0,0.844495
453,2600,133750,0,0,0,0.723824
454,3050,254375,0,0,0,0.47747
455,4300,433750,0,0,0,0.856543
456,4700,385625,0,0,0,0.958127
457,1600,54375,0,0,0,0.181103
458,4350,406875,0,0,0,0.772605
459,7050,1210625,0,0,0,0.947993
460,3000,206250,0,0,0,0.795477
461,5000,605625,0,0,0,0.191509
462,2650,100000,0,0,0,0.645732
463,6000,796875,0,0,0,0.883923
464,4550,301250,0,0,0,0.77111
465,4400,523125,0,0,0,0.907411
466,3000,310625,0,0,0,0.192445
467,3550,350625,0,0,0,0.926235
468,600,19375,0,0,0,0.343823
469,7350,589375,0,0,0,0.516593
470,750,19375,0,0,0,0.198139
471,4550,379375,0,0,0,0.842976
472,950,36875,0,0,0,0.0450774
473,6100,585625,0,0,0,0.640368
474,2100,100625,0,0,0,0.213952
475,5650,556875,0,0,0,0.38489
476,1350,39375,0,0,0,0.182837
477,4450,460625,0,0,0,0.863008
478,4500,328750,0,0,0,0.697026
479,2850,211250,0,0,0,0.273271
480,2050,121250,0,0,0,0.496836
481,4950,499375,0,0,0,0.261207
482,4150,500000,0,0,0,0.728963
483,1050,30000,0,0,0,0.0517246
484,3400,287500,0,0,0,0.244029
485,1200,26875,0,0,0,0.255285
486,4150,191875,0,0,0,0.571454
487,3000,165625,0,0,0,0.890135
488,6750,509375,0,0,0,0.326779
489,6550,1008750,0,0,0,0.949953
490,3900,179375,0,0,0,0.578585
491,1600,73125,0,0,0,0.523584
492,4100,393125,0,0,0,0.510612
493,2700,189375,0,0,0,0.77109
494,4000,215000,0,0,0,0.405141
495,1900,111875,0,0,0,0.48436
496,3000,233750,0,0,0,0.811339
497,11200,1990625,0,0,0,0.877807
498,11650,1417500,0,0,0,0.36258
499,1750,89375,0,0,0,0.212421
500,5000,413750,0,0,0,0.583577
501,3350,276875,0,0,0,0.911011
502,3700,355000,0,0,0,0.92916
503,4950,453750,0,0,0,0.848115
504,3500,334375,0,0,0,0.554353
505,3100,241875,0,0,0,0.743194
506,5800,448125,0,0,0,0.837381
507,2450,154375,0,0,0,0.864267
508,4350,439375,0,0,0,0.957646
509,3400,354375,0,0,0,0.461577
510,3250,333750,0,0,0,0.452043
511,3650,259375,0,0,0,0.713314
512,1600,96875,0,0,0,0.725371
513,2750,125000,0,0,0,0.696033
514,4300,319375,0,0,0,0.465026
515,3200,269375,0,0,0,0.130908
516,2350,153125,0,0,0,0.259357
517,3650,267500,0,0,0,0.688081
518,3100,253750,0,0,0,0.760396
519,3400,326875,0,0,0,0.914938
520,2750,150000,0,0,0,0.613572
521,3150,297500,0,0,0,0.848445
522,4550,695000,0,0,0,0.728018
523,3000,221875,0,0,0,0.754755
524,4050,580625,0,0,0,0.43755
525,2650,152500,0,0,0,0.632185
526,1050,46875,0,0,0,0.83266
527,5350,458750,0,0,0,0.834207
528,2700,174375,0,0,0,0.085003
529,4300,386250,0,0,0,0.0774463
530,2700,206875,0,0,0,0.528828
531,3150,176250,0,0,0,0.721882
532,2300,131250,0,0,0,0.735576
533,2400,215625,0,0,0,0.619123
534,1200,45625,0,0,0,0.746477
535,1850,93125,0,0,0,0.631512
536,3700,338750,0,0,0,0.503488
537,2400,235000,0,0,0,0.460208
538,5350,404375,0,0,0,0.417558
539,3650,226875,0,0,0,0.827946
540,3250,167500,0,0,0,0.876222
541,2550,138125,0,0,0,0.302603
542,3450,248125,0,0,0,0.713461
543,5500,613125,0,0,0,0.854177
544,3750,305000,0,0,0,0.904719
545,5750,607500,0,0,0,0.65013
546,8250,1148125,0,0,0,0.88914
547,3800,278750,0,0,0,0.934654
548,2300,165000,0,0,0,0.0542022
549,2350,148750,0,0,0,0.615338
550,6850,1248750,0,0,0,0.84951
551,3700,400625,0,0,0,0.623496
552,3300,298750,0,0,0,0.897548
553,6650,479375,0,0,0,0.695007
554,1200,39375,0,0,0,0.166074
555,2650,180625,0,0,0,0.352548
556,1550,52500,0,0,0,0.194347
557,2700,152500,0,0,0,0.794426
558,5400,526875,0,0,0,0.524617
559,4400,472500,0,0,0,0.463545
560,6700,563750,0,0,0,0.883778
561,3100,126875,0,0,0,0.611194
562,1550,106875,0,0,0,0.900536
563,3400,302500,0,0,0,0.263634
564,4250,283750,0,0,0,0.920462
565,5650,681250,0,0,0,0.6632
566,1400,45625,0,0,0,0.714315
567,2650,213125,0,0,0,0.778775
568,3850,381875,0,0,0,0.760478
569,3550,194375,0,0,0,0.712877
570,3450,131875,0,0,0,0.780352
571,2700,181250,0,0,0,0.711096
572,4650,380000,0,0,0,0.495184
573,2950,280000,0,0,0,0.572218
574,1050,23125,0,0,0,0.610182
575,1150,30625,0,0,0,0.213795
576,7400,1325000,0,0,0,0.831252
577,4500,539375,0,0,0,0.906346
578,3000,271875,0,0,0,0.43782
579,1000,25625,0,0,0,0.505513
580,2950,121250,0,0,0,0.555315
581,2050,109375,0,0,0,0.880781
582,3250,183750,0,0,0,0.637935
583,1250,38125,0,0,0,0.284352
584,3200,169375,0,0,0,0.862086
585,2100,135000,0,0,0,0.18785
586,3100,173125,0,0,0,0.440601
587,3350,317500,1,1,1,0.924267
588,2800,258125,0,0,0,0.34431
589,4700,380000,0,0,0,0.263657
590,1550,66250,0,0,0,0.221992
591,4000,459375,0,0,0,0.743612
592,5150,584375,0,0,0,0.179761
593,2250,98125,0,0,0,0.177784
594,2550,137500,0,0,0,0.756211
595,4150,486250,0,0,0,0.599912
596,2650,123125,0,0,0,0.771652
597,3500,282500,0,0,0,0.0857901
598,2750,94375,0,0,0,0.341978
599,4650,369375,0,0,0,0.407339
600,2750,211250,0,0,0,0.518284
601,1500,55625,0,0,0,0.691042
602,2900,221875,0,0,0,0.346161
603,3850,465625,0,0,0,0.206278
604,1000,32500,0,0,0,0.052943
605,4450,324375,0,0,0,0.903517
606,6100,873125,0,0,0,0.214821
607,850,18125,0,0,0,0.2175
608,3250,199375,0,0,0,0.408122
609,2850,158125,0,0,0,0.290243
610,3900,286875,0,0,0,0.956533
611,750,24375,0,0,0,0.0503394
612,3600,249375,0,0,0,0.351293
613,2050,107500,0,0,0,0.344524
614,3400,230000,1,0,1,0.865352
615,3750,301250,0,0,0,0.492346
616,3850,245000,0,0,0,0.514917
617,2400,141250,0,0,0,0.033698
618,4100,273125,0,0,0,0.877605
619,4100,227500,0,0,0,0.796893
620,3650,276875,0,0,0,0.718401
621,4600,470625,0,0,0,0.865646
622,4200,436250,0,0,0,0.688144
623,2000,112500,0,0,0,0.0962138
624,1050,20000,0,0,0,0.236549
625,3000,271875,0,0,0,0.677375
626,800,24375,0,0,0,0.1632
627,5850,605625,0,0,0,0.709585
628,6200,457500,0,0,0,0.740293
629,1900,70000,0,0,0,0.0781204
630,2750,172500,0,0,0,0.634956
631,850,33750,0,0,0,0.111848
632,2650,208125,0,0,0,0.87488
633,4050,313750,0,0,0,0.297021
634,3700,335625,0,0,0,0.757607
635,900,18750,0,0,0,0.157546
636,2200,86875,0,0,0,0.802653
637,3350,259375,0,0,0,0.152313
638,3200,269375,0,0,0,0.321639
639,3150,261250,0,0,0,0.850149
640,2700,210000,0,0,0,0.940058
641,2300,119375,0,0,0,0.293605
642,900,25000,0,0,0,0.102331
643,3000,174375,0,0,0,0.466287
644,4300,395625,0,0,0,0.918888
645,3550,260000,0,0,0,0.193988
646,3250,371875,0,0,0,0.377124
647,1950,100625,0,0,0,0.674774
648,3750,266875,1,1,1,0.80686
649,1600,81250,1,1,1,0.863218
650,2750,240000,0,0,0,0.849992
651,2950,265625,0,0,0,0.523038
652,1300,55000,0,0,0,0.762992
653,3500,237500,0,0,0,0.675374
654,4550,378750,0,0,0,0.649451
655,2250,126250,0,0,0,0.662991
656,3000,321250,0,0,0,0.727001
657,2900,129375,0,0,0,0.620383
658,3850,268125,0,0,0,0.71672
659,750,26250,0,0,0,0.515873
660,1000,25625,0,0,0,0.0572542
661,700,18750,0,0,0,0.0537097
662,750,21250,0,0,0,0.473157
663,3000,150625,0,0,0,0.85291
664,3050,264375,0,0,0,0.294802
665,6800,847500,0,0,0,0.258838
666,3850,368750,0,0,0,0.656825
667,3450,273750,0,0,0,0.823582
668,3500,311250,0,0,0,0.633663
669,2500,123125,0,0,0,0.382425
670,4950,445625,0,0,0,0.883735
671,2600,166250,0,0,0,0.538719
672,2500,189375,0,0,0,0.443723
673,2300,142500,0,0,0,0.711048
674,6250,408125,0,0,0,0.758694
675,1700,63125,0,0,0,0.469163
676,5400,653125,0,0,0,0.793888
677,2650,156875,0,0,0,0.403189
678,4550,256250,0,0,0,0.377371
679,1350,56875,0,0,0,0.0588765
680,2250,138125,0,0,0,0.641245
681,2600,170625,0,0,0,0.511192
682,1100,28750,0,0,0,0.767701
683,4500,188125,0,0,0,0.335294
684,4550,151250,0,0,0,0.481924
685,4100,236875,0,0,0,0.348179
686,3200,267500,0,0,0,0.691036
687,2050,81875,0,0,0,0.90093
688,1900,112500,0,0,0,0.472448
689,4950,663125,0,0,0,0.824165
690,2350,65625,0,0,0,0.628742
691,3900,475625,0,0,0,0.924931
692,6400,323125,0,0,0,0.538507
693,3950,358750,0,0,0,0.198652
694,3850,240625,0,0,0,0.385755
695,3600,128125,0,0,0,0.163386
696,3200,279375,0,0,0,0.226537
697,3550,325625,0,0,0,0.901879
698,5250,540000,0,0,0,0.787106
699,4100,578750,0,0,0,0.647032
700,2850,213750,0,0,0,0.590674
701,3400,157500,0,0,0,0.184108
702,3800,248750,0,0,0,0.420328
703,3450,261250,0,0,0,0.577906
704,1900,101875,0,0,0,0.211054
705,5150,358125,0,0,0,0.752525
706,4650,387500,0,0,0,0.885257
707,4950,449375,0,0,0,0.768048
708,3800,460000,0,0,0,0.432366
709,3350,243125,0,0,0,0.809705
710,6250,444375,0,0,0,0.521804
711,6250,764375,0,0,0,0.476702
712,3750,247500,0,0,0,0.759086
713,3000,255625,0,0,0,0.301764
714,2700,141875,0,0,0,0.797891
715,4500,521875,0,0,0,0.26204
716,5350,313750,0,0,0,0.733418
717,4950,641875,0,0,0,0.26955
718,4750,186875,0,0,0,0.204403
719,900,26250,0,0,0,0.700351
720,900,33125,0,0,0,0.619273
721,2650,104375,0,0,0,0.570621
722,4000,391875,0,0,0,0.570278
723,3350,240000,0,0,0,0.826378
724,1350,55000,0,0,0,0.139708
725,3650,201250,0,0,0,0.769441
726,2500,175625,0,0,0,0.664154
727,2300,143125,0,0,0,0.885201
728,2650,106875,0,0,0,0.422913
729,3300,270000,0,0,0,0.539831
730,4100,354375,0,0,0,0.399415
731,3050,181875,0,0,0,0.504054
732,3700,275000,0,0,0,0.253862
733,3800,293125,0,0,0,0.393356
