,altitude,aspect,fault,ndvi,plan,profile,rainfall,river,road,slope,spi,sti,twi,soil_envi,landuse_envi,lithology_envi,len_x,len_y,Shape_Leng,Shape_Area
100,326.1072961,89.15172042,4270.331997,0.225091826,0.067296819,0.025665896,993.3627602,204.4149073,146.088135,19.57379765,18.23804714,9.281981928,5.09270886,2,4,5,17,30,2750,145625
101,762.7955466,221.2262523,8616.343181,0.158910556,-0.042080711,-0.03352393,990.4807486,248.9323386,448.7320672,24.72871089,24.4619457,12.2184406,4.819357528,2,5,5,27,29,2900,308750
102,592.0377907,109.4746368,4527.158021,0.181449998,-0.007873713,-0.004882511,991.7333248,658.64407,652.114708,26.14879664,25.98580162,13.0243151,4.731203607,2,5,5,13,60,4350,215000
103,772.9884793,98.96614976,9609.190191,0.266302565,0.068938902,0.058899023,992.6543055,367.4296708,567.0747739,20.89909914,20.33574232,10.04288605,5.043363493,2,5,11,36,27,3450,271250
104,684.3333333,97.00268429,8773.573022,0.194689318,0.062115575,0.062500184,990.6920186,137.283746,383.1679517,24.37588861,23.89049936,12.03805139,4.836914145,2,5,5,15,10,1300,58125
105,723.1100569,230.4322735,9930.780638,0.219334352,0.105592419,0.089391814,993.5063971,185.8230403,919.570332,24.02416445,24.45352975,11.839473,4.9121579,2,5,11,48,46,5300,329375
106,823.7678781,126.4491646,9560.275166,0.131773689,0.011119984,0.012580338,998.7195447,347.4935974,2181.361196,23.55848889,23.0230114,11.53986344,4.867579723,3,5,4,57,38,5350,576875
107,868.8911439,206.6011917,9909.798014,0.132379327,0.045514065,0.03925809,997.8720729,388.6179048,2136.666844,25.31905042,25.92084813,12.52799165,4.810956812,3,5,4,68,41,6350,735625
108,676.7118353,142.5348313,9712.344671,0.294308319,0.04858853,0.06139144,995.6929344,255.2511878,1377.323654,20.97575923,19.9597523,10.06790022,5.006021841,2,4,11,31,38,3500,364375
109,704,167.5780841,8484.408003,0.148645932,-0.033095756,-0.062390676,990.1241987,98.78692847,698.3524342,24.00053307,23.37662738,11.8133039,4.855202427,2,5,5,14,22,1950,97500
110,869.395,191.1173342,9360.440638,0.132457184,-0.008766007,-0.016407928,999.8980075,606.8834932,2514.67824,26.48076823,27.0308896,13.15849063,4.718857305,3,5,4,53,38,4750,428125
111,687.0156556,283.2354968,9758.100939,0.250051365,0.058382985,0.068352636,994.1825025,245.6370117,996.5983641,22.84628176,22.27007651,11.1706596,4.930233464,2,5,11,26,42,3800,319375
112,768.8042328,121.0729141,8051.631211,0.140826565,0.03454532,0.058123659,989.5773592,298.8435812,254.8354285,21.56541906,21.10417379,10.45254008,5.018400003,2,5,5,32,23,2900,236250
113,736.5373832,133.6512396,7745.194947,0.130401594,0.106171105,0.087398745,989.2035026,163.54146,157.2323808,22.12855852,21.22991786,10.73186766,4.950410928,2,5,5,19,25,2300,133750
114,820.6190476,204.2859779,9404.060088,0.22915332,-0.014709769,-0.021609295,992.1831496,560.5786745,393.6393195,25.28004089,26.05262073,12.58758985,4.879276126,2,5,11,42,29,4000,196875
115,865.8258767,134.7947558,9119.049338,0.155445357,0.057482348,0.069635134,1000.781371,603.4331198,2750.146366,23.25676277,22.55968506,11.36001056,4.874232503,3,5,4,52,46,4950,596875
116,565.7032641,80.42691673,4362.491129,0.200051212,-0.011959718,-0.020696579,991.6486929,628.0945304,689.7899682,24.21988255,23.9792851,11.84407435,4.802255841,2,4,5,12,61,4250,210625
117,644.225,161.842283,8826.520996,0.301831179,0.239991799,0.069992016,997.8825592,75.61916191,1748.365314,20.14546949,18.72273579,9.556575158,5.012172449,2,4,11,6,13,1000,25000
118,628.1392405,174.857161,8988.6808,0.305259975,0.218165774,0.097699988,996.6562585,129.7227481,1351.293591,21.44849295,20.39293723,10.30387227,4.946800594,2,4,11,13,14,1400,49375
119,846.2818182,185.9777333,7143.308345,0.124256902,-0.030280865,-0.010274467,988.8554557,684.3712747,874.671463,30.62929205,32.16426318,15.57190503,4.540118965,2,5,5,31,43,3800,275000
120,641.1848185,162.8516065,9215.576198,0.269179514,-0.049722788,-0.0556582,996.149041,204.5028453,1220.335008,17.85230326,16.62663401,8.280468485,5.176353614,2,4,11,25,23,2400,189375
121,642.6086957,165.7580307,8708.570284,0.319207468,0.042135098,0.109750764,997.7942991,55.11640417,1703.806391,16.07349381,14.68635825,7.241308155,5.257802403,2,4,11,9,13,1300,43125
122,814.0272109,240.8632084,7348.965654,0.103666911,0.063079105,0.03827531,988.9432483,455.4107079,574.0378132,22.91903293,21.99388584,11.16294934,4.878028361,2,5,5,40,35,3950,183750
123,609.1707317,81.55977521,8829.251905,0.282446823,-0.094124083,-0.013779596,996.8042796,37.28743911,1388.82637,12.27807321,11.0375289,5.255168595,5.628331196,2,4,11,11,17,1500,51250
124,705.7321937,241.770091,9412.160585,0.203682994,-0.00925781,0.00330801,993.9957001,382.744772,725.0511452,23.97856487,24.11084668,11.78705642,4.88117229,2,5,11,20,43,3450,219375
125,610.4189189,254.9355954,9014.699905,0.251579245,0.206877034,0.198751879,995.3385554,96.34693334,906.5187403,27.22773928,27.8196578,13.67941381,4.725757064,2,5,11,11,12,1150,46250
126,829.1651865,248.7479794,6381.315764,0.184742699,0.028775424,0.016210352,989.1517085,194.9214995,2042.826282,26.99634952,26.7966848,13.51792869,4.68377231,2,5,5,39,23,3650,351875
127,826.9003906,292.3451797,6861.88311,0.190951806,0.032581586,-0.019502548,988.3907999,622.4261893,807.2033977,27.05238355,26.51494022,13.53904086,4.655482487,2,5,5,26,47,4000,320000
128,690.9133858,147.8804419,5240.757643,0.107351163,0.007790639,0.014028512,988.7938963,189.431252,2133.978718,27.60972364,27.53483288,13.86770118,4.654081375,2,5,5,20,12,1850,79375
129,285.1648352,100.08792,3810.103191,0.182874754,0.055828482,0.075513147,993.0160487,174.9567125,167.8644184,17.56377667,16.39724875,8.24832189,5.303753617,2,4,5,20,28,2650,170625
130,389.5299296,234.4821951,3624.886328,0.218210639,0.048999925,0.048548601,995.330986,514.4446349,545.6013515,23.90990765,23.43799613,11.75690088,4.86246029,2,5,5,40,46,4350,414375
131,785.7200622,146.13714,7510.522341,0.112071735,0.02308884,0.044588737,988.9296572,346.5343499,374.3221447,25.88188443,25.87625508,12.86459277,4.754581442,2,5,5,45,55,5700,401875
132,861.1409692,180.2072108,6045.887261,0.178806809,0.00614065,-0.016495577,988.8916785,439.4452438,2036.569551,26.17096474,25.69934326,13.03909032,4.715314362,2,5,5,29,22,2600,141875
133,767.408805,117.9746514,5408.765555,0.148140411,-0.012463836,0.056125028,989.6941907,383.8461681,1637.751248,25.85149787,25.41411537,12.83487686,4.727188853,2,5,5,47,20,3750,298125
134,751.5058548,149.8420606,8469.472505,0.134768129,0.044172311,-0.005184607,1000.231349,437.4954319,2430.166649,27.78457802,28.645815,13.93110619,4.668673163,2,5,11,24,37,3150,293750
135,720.8974359,220.8266938,6009.694862,0.242573806,0.172672235,0.234210699,988.3269199,146.2228525,1630.806315,31.62523644,31.87912826,16.19630241,4.441324252,2,4,5,12,6,900,24375
136,849.0930233,270.4456749,5826.375712,0.184100917,0.018356333,0.049486198,988.7145114,492.5383719,2103.961461,21.88476133,20.53677837,10.51195882,4.890914704,2,5,5,24,29,2750,161250
137,389.0787037,129.8176341,3954.437902,0.141429336,0.032207607,0.014275918,991.9982238,517.3621878,483.2696471,21.0426413,19.60189435,10.01050843,4.927732543,2,3,5,15,38,2750,135000
138,408.2807377,225.6062034,3243.250564,0.214089676,0.00741069,0.00748055,995.9288233,734.7778823,744.3315333,25.75553387,25.28903279,12.83039747,4.756643545,2,5,5,27,49,4350,390000
139,816.6780973,239.1961983,5883.241323,0.122187914,0.018269795,-0.001056925,989.7645626,332.474208,1756.512101,20.89435194,19.71716081,10.00244839,4.991543866,2,5,5,69,29,6450,565000
140,644.7733333,186.452671,5075.058099,0.180857395,0.011461786,-0.018605324,988.9347729,156.2213503,1961.448232,26.30137926,26.44798337,13.14966174,4.760884178,2,5,5,25,13,2100,93750
