,altitude,aspect,fault,ndvi,plan,profile,rainfall,river,road,slope,spi,sti,twi,soil_0,landuse_0,lithology_0,len_x,len_y,Shape_Leng,Shape_Area
2449,163.9325581,152.5346382,686.7741949,0.031044798,0.013395028,0.0296819,907.3597482,352.3428277,1946.009063,8.410117877,22.04408029,4.883027869,6.320681813,10,3,37,25,41,3600,268750
2450,386.9270633,153.1670667,874.0660665,0.162604601,-0.025763732,0.006540018,953.4128537,600.163489,822.9900303,21.02880212,82.48546524,17.35605035,5.436934001,10,3,37,37,39,4000,455000
2451,366.0053763,241.1942745,360.7373923,0.086072295,-0.034912252,-0.022646727,958.2226694,401.605333,534.5018094,18.71198439,101.3835359,18.104242,5.704656753,10,3,37,28,21,2750,116250
2452,168.2718447,224.8794483,3052.785973,0.044849653,0.028999843,-0.009841727,1095.101078,457.4333968,1248.896773,8.39232407,15.38770198,4.251022276,6.215007251,10,3,24,43,37,5000,257500
2453,186.3272727,213.6094743,718.8561082,0.055500103,0.013597391,-0.005965029,1080.673481,308.5638161,600.1700062,13.79523601,31.72720997,8.655815088,5.739366915,23,4,24,30,38,4250,343750
2454,152.6143791,172.6169188,3600.491289,-0.144394901,0.058858224,0.001707435,1093.448423,89.63940218,1881.392675,4.604266743,10.45764111,1.952601273,7.015004398,1,6,24,12,23,1950,95625
2455,215.0280374,227.3130374,1675.687959,0.206028483,-0.005069405,-0.004343078,1088.623286,791.7803732,763.9331496,12.10970456,31.41721453,7.674769673,5.952528939,23,3,24,26,43,3600,200625
2456,183.3880597,233.6433246,2977.735609,0.122360593,0.052781493,0.016674224,1105.541385,281.4585779,289.6167302,9.273322062,19.96386852,5.258487224,6.183660446,23,3,24,31,20,3300,167500
2457,110.1782946,121.1773475,2273.746417,-0.160987475,-0.140872635,-0.046757344,1028.988888,98.97357489,87.81467826,9.007727637,20.6502437,5.272265466,6.176717331,10,6,24,17,18,1800,80625
2458,148.1262136,231.8576798,2402.371683,-0.038202119,0.012410257,0.023079642,811.3010979,514.101963,1517.341111,7.361819391,14.02509026,3.696092826,6.364792193,10,4,24,28,21,2650,193125
2459,135.7971014,142.130328,253.5387292,-0.017773173,-0.016382524,-0.020426156,903.2145723,310.8306299,2008.227918,6.128795683,14.97678371,3.07702167,6.481809597,10,4,89,44,24,4250,258750
2460,291.09375,287.5943516,1932.413538,0.090198235,-0.074957291,-0.001286081,935.6463079,453.1072803,61.93043877,17.84363703,59.1324264,14.70366899,5.620146088,10,2,37,11,12,1150,40000
2461,158.3294798,197.4659777,667.3206754,0.030415328,0.051052522,0.03070781,1073.087007,518.3580145,608.5229264,9.917515926,27.24051732,6.114457679,6.153235425,10,3,37,34,22,3100,216250
2462,208.534375,93.58755815,2325.03249,0.201281008,0.009647233,0.000308891,1097.876539,800.7511633,506.5199879,9.51780731,29.8073843,6.077617861,6.168228671,23,3,24,35,19,3050,200000
2463,157.9833333,222.6112988,3142.88092,-0.047186741,0.036597204,0.023578724,1109.050912,176.9145995,124.1420586,7.547952001,17.14481969,4.045153202,6.33860029,23,6,24,17,15,1600,75000
2464,149.0080645,134.1505412,2084.060742,0.037808506,0.057341733,0.07855118,849.158782,369.555827,571.4298017,6.143470104,17.1851599,3.270484627,6.637970017,10,4,89,19,29,2850,155000
2465,255.2047502,98.46874056,1395.450263,0.140472427,0.036486821,0.03992221,1070.087704,470.1502066,950.7371202,18.08299998,131.6968546,18.7147247,5.768980068,10,2,37,39,66,5750,795000
2466,214.05,145.5469835,1729.755516,0.17262783,0.014279791,0.022311326,1088.087768,688.4626994,605.7717557,11.51104246,28.40636815,7.093190304,6.003401787,23,3,24,32,47,4300,275000
2467,191.8553719,115.3045312,3099.594975,0.165717668,0.013214438,0.032972875,1107.136596,249.2121998,595.4530317,8.96991604,26.31050042,5.470816738,6.193435019,23,2,24,17,33,2850,151250
2468,169.3807692,140.3968608,3225.071791,0.077486763,0.013586443,0.015791987,1103.468624,341.9257444,1054.722854,8.760562164,18.18479967,4.576229576,6.13057631,23,3,24,29,21,2600,162500
2469,383.3391521,170.3260955,371.6620587,0.192105969,0.047532461,0.073837005,959.1307647,590.4431998,630.9530812,22.50727347,107.8271779,19.35548981,5.395266473,10,3,37,42,48,5250,343125
2470,187.4050992,135.8722628,604.9278967,0.113172878,0.002723458,0.021226698,1072.526743,464.5900583,597.3138969,13.68491357,32.91855879,8.948606848,5.931420481,10,3,37,53,19,4500,220625
2471,166.2006079,220.883894,349.1692662,0.071468561,0.051738694,0.034650279,1074.392863,255.1181057,345.7414361,8.753377771,19.10842617,4.879400019,6.135587543,23,3,37,49,18,4500,205625
2472,167.6055276,249.5079915,428.6055509,-0.053789816,0.019020502,0.013959484,1079.846659,423.0032537,371.9453259,9.098442604,25.25165545,5.872994145,6.293087663,23,4,24,30,24,2900,248750
2473,213.004,245.9840789,2547.415449,0.148219232,-0.046192514,-0.040134879,1100.610336,721.2804036,632.3735093,9.553111346,20.93239634,5.328881874,6.198458662,23,2,24,37,20,3500,156250
2474,142.6321839,214.2993048,4707.775203,-0.068165086,0.072766489,0.029797535,1083.840705,204.7943113,265.9537901,6.682809046,12.70514624,3.055441724,6.272911099,1,4,24,24,17,2400,108750
2475,162.0192837,163.0540634,6644.131774,0.00637094,0.020554227,0.02894941,945.9522771,590.255838,1496.577779,8.519689573,14.56570449,4.14887157,6.098802712,10,4,24,23,29,2750,226875
2476,147.8390558,178.2812441,396.291902,-0.002969958,0.027777274,0.037356704,851.0033619,565.4853684,1626.294336,7.616168016,17.04296815,3.880036758,6.449493971,10,3,89,31,47,4450,291250
2477,145.0103093,171.3658894,5552.003712,-0.118278988,-0.000848639,0.004354043,1003.65307,472.3871608,136.851488,7.797924122,14.03067783,3.837763582,6.360666413,1,6,24,23,27,3350,181875
2478,131.0641026,213.5889033,1667.528275,-0.03320597,-0.007383851,0.028725782,1015.720626,494.7482125,739.9398149,8.386193142,20.27465157,4.645850477,6.205304637,10,4,24,36,45,4650,438750
2479,139.9891008,186.7493914,2072.774406,-0.080628828,0.013673463,-0.009317289,807.5846767,369.5093001,1581.322747,6.713236096,11.92222564,3.164619332,6.329245825,10,6,24,31,29,3450,229375
2480,146.808,221.2509741,2623.940564,-0.06464319,-0.007552338,0.028519474,826.4561292,763.865218,1213.691867,7.539893142,19.01664449,4.240725828,6.320359653,10,4,24,34,40,4250,234375
2481,140.441247,154.2830492,1056.980337,0.004047553,-0.020089871,-0.01698952,881.8288467,497.1895706,778.0598727,5.317315543,9.797338591,2.345479168,6.553088753,10,4,89,35,31,4150,260625
2482,136.4373089,223.1880779,775.4256348,-0.045517413,-0.015643653,-0.021892133,888.983997,402.7906845,1111.786344,6.182768284,10.64371728,2.733705574,6.389586452,10,4,89,39,23,4850,204375
2483,149.3214286,172.7115931,139.9159862,-0.115417207,0.054542824,0.038998935,1078.09271,160.8449002,141.5841442,6.264579503,12.41674931,3.031713618,6.436561071,23,6,24,13,31,2700,122500
2484,206.0904255,210.421935,1660.813959,0.195788632,-0.010721317,0.001188386,1087.383731,563.357814,460.3874699,10.56477384,34.42873239,6.95468579,6.139156147,23,3,24,44,50,5400,235000
2485,145.5852713,138.6118331,3944.834334,-0.082212648,0.029134316,0.011580626,1085.684395,89.63301669,1144.812975,5.21143238,9.022153368,2.223643335,6.697753202,1,6,24,27,28,3000,161250
2486,144.6091549,213.9675721,4083.80326,-0.079815967,0.042005807,0.023271849,1087.072382,177.4218033,948.5397184,5.500642786,10.01828016,2.41178586,6.73396991,1,6,24,29,21,2900,177500
2487,141.9658314,149.8271219,4417.681064,-0.070734402,-0.009087774,0.008394768,1088.243447,218.2847784,436.3115758,5.348421943,10.70365608,2.454451395,6.605524755,1,6,24,29,40,4300,274375
2488,138.91,135.8877932,4738.636563,-0.143802308,0.023305906,-0.006969587,1085.959707,64.45927057,152.0642469,5.250673648,7.165057399,1.937442466,6.438288598,1,6,24,15,17,1700,62500
2489,136.292,169.4833455,5912.129078,-0.186793968,-0.033876834,-0.016552101,985.0066902,239.4042436,227.0510224,4.669696622,7.63456601,1.870676324,6.60404541,1,6,24,21,35,3450,156250
2490,141.5770609,218.1087977,6327.499503,0.0259359,0.022819011,-0.013298193,962.0175285,687.236096,795.3251279,8.09274828,15.82402339,4.231057906,6.254573528,10,4,24,15,30,2450,174375
2491,151.9007634,145.2777833,7402.819925,-0.026613419,0.002590536,0.004240143,960.914569,576.4159002,955.1471231,6.334067444,11.45213507,2.798878343,6.519071828,10,4,24,22,24,2450,163750
2492,137.1433447,158.7329185,1442.183555,0.053208356,1.98E-06,-0.049825144,1025.029531,558.4755534,741.1168463,9.319598697,19.24239701,4.920896078,6.00677223,1,4,24,21,33,2800,183125
2493,118.0965909,216.134602,1318.111796,-0.170812298,0.012122799,0.005007679,816.6812581,194.1216598,1719.017367,5.889068944,9.439821221,2.513468862,6.594700304,10,6,89,29,22,3100,110000
2494,140.0594966,201.8187403,1471.847491,0.020130276,0.02887985,0.020629058,869.0668565,419.8647994,184.6728537,5.549325636,11.42030345,2.572234993,6.58400537,10,4,89,26,31,3250,273125
2495,139.4206349,218.5422441,966.5107185,-0.033772923,0.040130968,-0.006976369,881.7680034,199.2855303,553.3038645,5.229320608,9.188675077,2.182303664,6.574050676,10,6,89,21,13,1950,78750
2496,256.832,295.454123,1706.031032,0.06958547,0.034944752,-0.000663206,932.5040227,587.5965652,271.1927808,15.85822063,47.57545383,12.00152203,5.678520507,10,2,37,29,30,3150,156250
2497,339.3263757,166.4866858,1802.119745,0.209878352,-0.015111395,0.053268964,940.9852557,671.561665,518.7417114,23.5387776,87.16789803,19.52028166,5.323826455,10,3,37,38,56,5100,401875
2498,324.736715,262.9608664,1645.114617,0.108999884,0.053345217,0.00593741,941.7956254,548.0396535,392.6301012,22.13253269,84.26612917,18.27061751,5.385174366,10,2,37,23,34,2950,258750
2499,211.9531568,135.1352268,1504.377497,0.181778566,-0.000560687,-0.012118904,1087.91559,744.8085236,908.7552229,11.7296177,28.72123967,7.105062223,5.919435396,23,3,24,34,49,4400,306875
2500,173.7695035,111.3766933,2993.420108,0.052630578,0.027155478,0.035907014,1105.561109,138.307313,338.8689618,9.448191138,25.5658848,5.661912259,6.167244992,23,3,24,42,51,6150,352500
2501,121.5217391,165.5864369,1322.967747,-0.157283279,0.026035808,0.020955996,812.4205384,279.3404711,1549.995678,6.170913908,12.07378404,2.864627743,6.644412366,10,6,89,33,24,3150,186875
2502,153.1028037,110.9044495,2714.530588,-0.012226546,0.022675151,-0.034310789,818.9498835,723.1802411,1442.071843,8.202723091,17.02833397,4.262665894,6.125625492,10,4,24,37,23,3300,200625
2503,137.8587896,236.8004671,663.1966125,-0.011118221,-0.005011694,0.0056324,1012.811384,332.5218505,300.6201195,9.010498893,20.24173612,5.233219126,6.153259369,10,6,24,21,28,2750,216875
2504,147.6123188,164.4450377,1980.174124,0.078382768,-0.028602091,-0.041563097,853.5473582,443.8399468,363.5072531,7.472492112,18.25492814,4.073405915,6.357077562,10,4,89,34,42,4350,172500
2505,178.9414634,140.6992643,3034.680408,0.098769742,0.035866894,0.069284037,1106.96874,333.4694123,163.9559748,8.96636368,22.3715582,5.163574603,6.462750616,23,3,24,37,13,3200,128125
2506,155.5680473,178.9224494,3820.074716,-0.046331381,0.027866568,0.007203141,1097.908869,131.134732,2065.445787,5.694401607,9.87174399,2.478869539,6.549232934,1,6,24,13,23,1950,105625
2507,156.6850394,162.666677,6995.506105,-0.096364482,-0.001149166,-0.002318848,954.8452269,234.7950491,1508.777118,5.708495812,9.717237428,2.478934077,6.665237997,10,4,24,19,20,2100,158750
2508,134.3600868,227.5190363,5457.598847,-0.151817512,0.014405153,-0.023304881,1022.023519,337.532773,1822.990597,7.207545529,14.54454123,3.591646798,6.370868743,1,4,24,59,23,5100,288125
2509,143.8556701,240.3138013,2152.270905,-0.020232849,-0.015264719,0.034221741,809.971523,442.2604844,1880.959785,7.050323011,19.91577695,4.142363123,6.478026179,10,4,89,22,31,2950,181875
2510,152.4539249,223.0745813,164.3541673,-0.010111091,0.029128687,0.023695555,906.4434994,405.765741,1994.06709,8.472875741,22.87871104,5.333119112,6.37251659,10,3,111,51,15,4000,183125
2511,197.9857143,181.4920301,3204.294485,0.197601521,0.077855247,0.014065205,1109.526314,473.8722806,805.4896688,14.2407284,26.89906696,8.333016628,5.679151387,23,3,24,17,28,2350,131250
2512,134.173913,171.2254789,5923.439659,-0.178388377,-0.016151868,-0.030734974,973.0179104,213.6506913,261.042407,5.332496898,9.548516057,2.432889076,6.589215671,1,6,24,26,39,4300,201250
2513,142.7809524,140.1448486,6733.048886,-0.054439505,-0.022015055,-0.003712805,987.2473812,244.1316028,739.852829,7.207830759,16.22144483,3.804897492,6.434180971,10,4,24,54,43,5750,590625
2514,136.075,120.2210725,5566.532617,-0.155276933,-0.000849818,0.025487694,1019.479904,219.2043156,1999.202086,6.806988327,14.8116275,3.601209643,6.558148622,1,6,24,62,25,5300,300000
2515,112.5100671,240.2779371,3531.913369,-0.162954158,0.007429053,-0.056895849,1045.206947,285.8694226,252.3230272,6.707171472,12.62598295,3.145327155,6.512359738,1,6,24,22,13,1950,93125
2516,115.953125,144.0559294,3399.432629,-0.175011582,-0.081180512,-0.01687951,1044.636226,446.2047958,274.7817549,4.931110668,12.3274524,2.448128933,6.901684899,1,6,24,26,17,2350,80000
2517,155.0212389,244.8792491,227.0025777,0.056124749,-0.011523161,0.018426279,900.644917,634.1835325,1604.775282,9.547735529,25.4347333,5.789321383,6.152638697,10,3,89,43,24,4800,353125
2518,261.9586466,142.0819194,1314.264359,0.246781962,-0.019613869,0.011815287,1071.585338,630.9711116,828.5687887,19.90824693,123.1630354,19.40342272,5.625605512,10,3,37,21,36,3150,166250
2519,150.6190476,127.2526601,5848.057509,-0.112641295,0.009990799,0.099185387,1012.324335,332.3427933,137.3824275,5.375345944,6.968762808,1.947695312,6.414721625,1,4,24,13,19,1750,39375
2520,136.1501272,227.1848486,5599.145242,-0.147642712,0.018115346,-0.003071861,1019.620748,141.2546195,2178.026563,6.302780981,13.22716455,3.122210268,6.484088425,1,6,24,55,27,4850,245625
2521,119.8525074,137.328643,3737.748391,-0.165307627,0.017882199,0.020266152,1047.663652,133.1273374,390.7797672,6.973299947,17.84144481,3.711798716,6.319565729,1,6,24,22,22,2450,211875
2522,131.7192982,120.0978626,942.5754784,-0.019994797,-0.018949002,-0.008017959,1019.199871,89.04778789,133.6228821,10.14520903,17.6785771,5.347516602,6.000878097,10,6,24,26,20,2400,178125
2523,183.6494565,146.4514314,874.8729497,0.167937857,0.009501923,-0.019588381,937.5905165,163.3365787,2169.496605,9.551435558,30.40484368,5.956275491,6.13373864,10,3,37,21,35,3000,230000
2524,140.2442159,141.0323179,4730.581048,-0.076623106,0.005633111,0.015911573,1077.775979,109.3507709,587.8339305,7.324625575,16.94150045,4.015807941,6.371909726,1,6,24,50,27,4700,243125
2525,140.2731959,178.395779,6007.928721,-0.153817481,0.024243041,-0.003667858,995.8824343,290.51402,133.8535842,4.919298752,9.297648162,2.171528603,6.635659304,1,6,24,14,49,3950,121250
2526,127.5502183,144.3585009,4768.620411,-0.145181517,0.027691099,0.027485158,1040.829848,158.5156546,1623.975874,5.840363176,14.13540144,2.893705514,6.626294082,10,6,24,31,21,2950,286250
2527,166.3108108,148.3788689,2780.294942,0.134582539,0.069155443,0.056856236,823.8656822,793.8252135,1666.914498,6.897580484,12.58116075,3.521444868,6.537456461,10,3,89,12,14,1550,46250
2528,163.4595843,209.7719504,755.847231,-0.023470863,0.039202239,0.020970784,917.0218289,175.0031424,1573.844686,8.742468669,19.7295413,5.005004046,6.230505067,10,3,111,42,30,3900,270625
2529,219.8900524,183.062118,1503.277249,0.227957352,0.003289165,0.000966485,1089.254107,615.9594104,1132.728515,11.61350867,31.4554298,7.402655183,6.026254711,23,3,24,23,46,4200,238750
2530,166.6488095,149.7978536,3512.055366,-0.009436138,0.092430772,0.027115672,1116.251327,101.5159497,515.9445574,6.485888046,11.42566216,2.815774071,6.384719465,23,6,24,11,27,2200,105000
2531,148.5936396,215.5966465,3923.83715,-0.108798088,-0.007949599,0.008835516,1089.743264,229.144879,1773.655386,4.889606809,9.884671222,2.118035234,6.896356099,1,6,24,26,21,2550,176875
2532,134.2040816,195.3625417,6494.662448,-0.108686333,-0.017695387,-0.005697467,973.6260429,438.6310089,638.7220353,6.804652875,12.02942561,3.255297424,6.362528044,1,6,24,12,24,2150,122500
2533,144.8376289,166.2934365,6381.90922,-0.080445782,-0.017188244,-0.024732946,999.4268558,305.8309879,787.5267701,6.884728142,15.61552083,3.575610115,6.376300975,10,4,24,25,33,2900,242500
2534,118.7722008,216.6401817,3248.900639,-0.192116872,0.02138672,-0.021702431,1044.866478,558.3996732,278.0031512,6.260070254,11.5617105,2.832906326,6.439737521,1,6,24,30,25,3050,161875
2535,128.9794721,145.3025988,3352.284954,-0.171767168,-0.025727738,0.022026172,1035.898091,719.8635688,292.5716602,7.253681222,15.29203184,3.635941975,6.333108003,23,6,24,43,17,4000,213125
2536,123.4545455,131.5834129,2784.337151,-0.092987913,-0.135627554,-0.00286766,1042.426401,641.6418406,65.48455256,6.626967317,17.70283158,3.764347667,6.650867794,23,4,24,14,10,1450,41250
2537,128.754717,139.2420227,1088.421353,-0.069431577,-0.011274564,-0.017294762,827.7813114,179.6186335,1778.132268,7.931300613,14.67101065,3.95438995,6.208101634,10,4,89,36,47,5500,331250
2538,130.9102244,222.9376742,1896.537018,-0.11611803,0.028194126,-0.013472513,810.677773,210.310884,1890.228734,6.635549628,14.79168988,3.322920768,6.395795021,10,6,89,37,37,4900,250625
2539,132.7903226,246.3724657,273.5873659,-0.003293445,0.169467148,0.005913019,1077.027836,295.4298841,247.4402472,11.08431376,12.94658815,5.012223894,5.633754653,23,4,37,13,11,1250,38750
2540,128.6984436,199.7190195,3276.810905,-0.180827272,0.030286883,0.011452313,1033.509588,655.1257042,337.1109193,6.831191489,11.64142817,3.061654519,6.303498463,23,6,24,52,25,5050,321250
2541,198.0925926,242.0905256,529.4794212,0.162019007,-0.000689774,-0.013370049,977.6776831,595.0337685,1804.548478,10.01545884,32.631853,6.896383813,6.150522898,10,3,37,31,23,2850,270000
2542,131.7269373,170.9291053,1072.902321,-0.049877604,-0.019404708,-0.000712906,835.9896878,290.1516774,1964.484046,7.8377242,13.72802049,3.788531448,6.214527825,10,4,89,17,27,2550,169375
2543,180.5579399,220.281486,594.7716831,0.074334118,0.015569106,0.053518717,1082.437865,483.3340152,595.329191,11.66468401,28.60605633,7.410090226,6.012070368,23,3,24,24,22,2450,145625
2544,217.5177866,188.9912041,1684.657042,0.181080229,0.017402296,0.004628786,1091.62831,593.4545834,1297.632888,8.311333054,23.27021636,4.852396721,6.324469572,23,3,24,16,41,3250,158125
2545,161.1773256,175.8214017,3667.271668,0.095534488,0.009021295,0.043128428,1114.425829,184.2183244,906.2921515,9.284666044,21.12120257,5.193592214,6.136270501,23,3,24,19,41,3900,215000
2546,163.6030534,175.8810024,3727.690684,0.018059216,0.025304846,0.035789308,1106.170694,335.0691213,1593.256477,7.173658199,14.26661513,3.413918472,6.421417699,1,4,24,21,34,3100,245625
2547,150.239521,110.9160031,4021.136298,-0.117134493,0.026469473,0.042189514,1095.768862,85.21254445,2083.84633,6.591971516,12.76129549,3.138485376,6.538503533,1,6,24,20,17,1950,104375
2548,136.5671642,218.7604385,6848.436505,-0.070627861,0.001595996,-0.019050426,986.4606617,380.655118,259.1823027,6.33680949,13.40266929,3.110595857,6.401460342,10,4,24,34,25,3800,293125
2549,297.0102041,156.2599113,1430.934201,0.21460623,0.100893795,0.087661058,1071.684093,787.2562731,537.3653435,18.38177697,106.4484441,16.5359632,5.596299522,10,3,37,25,38,3400,122500
2550,143.5657143,109.9923177,468.7038674,-0.080946633,-0.048375602,0.004669491,1076.038378,208.5947474,460.8973356,9.765096075,29.02009454,6.741512794,6.177433393,1,6,37,17,15,1800,109375
2551,338.6345382,159.572951,742.9849089,0.122436744,0.050012723,-0.014360055,952.2030621,387.8962054,561.5508007,18.1634597,100.104651,16.43935016,5.727024367,10,3,37,43,33,4050,311250
2552,209.095092,196.9568177,1001.639533,0.220142388,0.095725667,0.063143776,1085.416902,326.8893058,939.2497559,12.17446545,22.65167677,6.426461251,5.788081767,23,3,24,28,19,2400,203750
2553,158.8159341,222.2626945,3342.139946,0.04358422,0.059482897,0.027504001,1110.828534,219.0903673,640.9859029,8.251075708,15.43765995,4.148421064,6.160454668,23,6,24,36,31,4150,227500
2554,140.3398058,222.5402943,4614.727387,-0.183623744,0.025651929,-0.020523739,1086.079426,80.46123628,1102.723238,4.562722006,8.648118006,1.877504966,6.633279629,1,6,24,15,13,1600,64375
2555,138.9268868,224.0577749,4961.654743,-0.040990974,0.005224025,-0.035948338,1070.344366,163.5612752,748.5010624,6.018908247,11.08602755,2.765957384,6.444253863,1,6,24,50,24,4700,265000
2556,153.0086356,204.6422726,255.6184769,0.083511325,0.022782326,0.025898208,1012.333744,248.1903059,714.8887727,11.34306604,26.14408726,6.913834157,6.071314528,10,3,111,28,46,4300,361875
2557,169.60199,183.8551681,201.000339,0.073527347,-0.015243694,-0.030019518,898.8081963,660.5164523,1239.80923,9.95304409,28.39029829,6.412743025,6.144905271,10,3,89,28,20,3000,125625
2558,165.3565217,200.2155668,3537.365174,0.055022864,0.010387033,0.013309693,1118.648228,222.8099743,102.4618692,11.39776057,26.56653444,7.137587043,6.07562594,23,3,24,26,28,3100,215625
2559,141.211039,181.2978479,4661.422758,-0.074217416,0.018551343,-0.010071929,1086.068195,77.18549094,780.2972658,4.248615398,8.470570448,1.822658427,6.929186733,1,6,24,23,32,3750,192500
2560,136.5215947,190.3013332,5118.692165,-0.1094828,0.023524853,0.013053217,1077.245046,107.1729674,260.457167,4.456264243,8.85415992,1.905669198,6.936028702,1,6,24,22,30,2900,188125
2561,134.8516484,131.8276388,7114.682445,-0.069581735,0.011749836,0.024977057,979.5140059,103.2367197,148.2894045,4.896924168,9.845630458,2.152236168,6.835198955,10,6,24,32,24,3200,227500
2562,125.1081081,83.48185136,4709.988017,-0.145426485,0.05439542,0.062019894,1044.241666,50.89285714,1948.648649,4.275481489,8.789001533,1.983223821,7.511086503,1,6,24,9,7,850,23125
2563,241.5607477,122.0870546,1187.572561,0.19360058,0.0435485,0.016977799,1072.71801,557.6475019,708.3293086,14.53489583,164.0089648,19.03482811,6.070350392,10,3,37,27,39,3600,133750
2564,172.1143695,148.3631637,776.9128482,0.140579512,0.010736487,-0.003203737,1074.390331,228.9431246,775.7447318,8.688131468,24.86813409,5.555301216,6.328767688,10,3,37,30,33,3600,213125
2565,163.4717742,239.0735693,336.7346371,-0.029693035,0.032227998,-0.005563983,1080.624775,307.8263555,383.5704209,8.431844277,18.34672436,4.84744814,6.467079622,23,4,24,22,34,3250,155000
2566,138.4545455,162.0328075,4946.019431,-0.147039918,0.020882789,-0.003185577,1084.143403,124.6175366,385.559893,5.049183917,9.795287894,2.277439995,6.631848072,1,6,24,18,19,2100,103125
2567,143.7068273,193.1475903,7359.550303,-0.037049209,0.065548653,-0.002332928,972.9446835,269.3898665,469.7101323,5.455943975,7.654300379,2.108593602,6.518827025,10,4,24,33,26,3200,155625
2568,130.5185185,174.0631092,6800.649089,-0.172954925,0.061606237,-0.055549781,989.7306112,75,174.8138815,4.532156285,6.136536607,1.676265301,6.56885903,10,6,24,6,8,750,16875
2569,139.4347826,240.4490692,5996.320833,-0.082525168,0.016274488,0.015221253,1009.574226,244.9402312,1346.187594,6.749745261,12.16677946,3.130987415,6.468503219,10,4,24,41,18,3250,230000
2570,175.8127786,181.8450433,189.1237654,0.122259096,0.028865285,0.010112396,994.9811038,309.0180766,1333.802167,10.35822096,33.0748735,7.018949785,6.167395814,10,3,37,37,35,4050,420625
2571,165.7384615,118.683423,454.2836001,0.06955211,0.01519188,0.015648151,911.324882,432.3504991,2012.843742,8.843963117,30.58166202,5.729744171,6.326147123,10,3,111,51,35,4950,406250
2572,159.9945946,105.8658887,3775.416636,0.032994983,-0.022887076,-0.034948905,1124.290386,133.5041888,322.3455637,7.804053051,22.11110616,4.604855704,6.305531095,23,3,24,9,33,2400,115625
2573,148.1740614,149.8345383,4152.896102,-0.075122187,0.024989775,0.031276377,1085.953687,232.1248591,1361.083815,5.49401087,11.39621097,2.472327283,6.603392278,1,6,24,42,49,5000,366250
2574,143.226257,138.4541115,7226.603199,-0.048384921,-0.019143433,0.006521556,978.7624658,234.9247026,573.7630182,6.458872288,11.88163944,3.02023976,6.424454356,10,4,24,25,27,2900,223750
2575,135.8148148,288.9483892,5739.105613,-0.128001638,-0.011926587,-0.077102438,1017.197611,168.5570672,1293.25297,5.01224887,13.15697006,2.543379568,6.838734901,10,6,24,10,12,1250,33750
2576,140.6485507,167.2511411,892.4633641,-0.093841423,0.011162215,0.047135891,882.4564532,201.8408299,384.7986268,6.941961186,11.41663208,3.100484906,6.332888278,10,6,89,36,21,3550,172500
2577,350.7947214,237.0945162,1128.405748,0.117559654,0.048385722,-0.052696486,946.8105071,560.3730462,584.2834464,19.50369032,88.69269848,17.07467116,5.478165671,10,2,37,36,20,3100,213125
2578,230,340.559967,237.1320496,0.012048192,0.579546571,-0.540453374,954.0239258,176.7767029,50,19.82702827,9.013877869,6.072071552,4.238986015,10,4,158,1,1,100,625
2579,205.4530271,138.2721961,3166.599986,0.176887694,-0.012738557,-0.000975032,1112.183383,666.8897156,1103.721609,12.31139371,28.26118771,7.331326008,5.919020586,23,2,24,27,35,3500,299375
2580,163.5617761,100.9886501,3493.001994,0.011763117,0.006703624,0.019045029,1116.963887,100.3403216,298.2476076,9.134791275,23.44625928,5.771754988,6.31812525,23,6,24,37,27,3700,323750
2581,136.3787879,195.2001242,5679.130245,-0.116900134,0.058141491,0.070677921,1060.631433,149.2493038,714.9008012,5.86635329,6.775349354,2.164041225,6.269595876,1,6,24,7,17,1500,41250
2582,139.6854305,123.9850003,5064.539975,-0.063453732,-0.016934295,0.020534468,1057.919184,209.7576886,934.9994947,7.559433157,14.31874544,3.752529118,6.333458207,1,4,24,69,23,6350,377500
2583,126.732,204.0278907,4543.389797,-0.11301879,0.008335976,0.017183046,1047.654597,278.9851198,1919.697316,6.110960008,8.252835585,2.491806842,6.291174755,1,4,24,21,25,2650,156250
2584,270.3383686,282.8675442,1798.675993,0.090175281,0.005953972,0.038536559,931.6023373,722.1572338,558.0778669,17.28068317,93.87784353,15.93872945,5.851724758,10,2,37,37,17,3100,206875
2585,173.2241379,219.3305793,3707.651536,0.051497648,0.044892923,0.062714556,1120.89411,166.3716074,558.634025,10.56588954,23.59684933,6.24021686,6.294910127,23,4,24,15,26,2250,108750
2586,152.4402516,162.1579908,4248.071526,-0.166998793,0.000986123,0.006064707,1106.55489,81.39703151,2098.315724,6.660228196,10.47523401,2.945107777,6.35362145,1,6,24,9,32,2300,99375
2587,146,73.24077295,4389.602975,-0.093953505,0.067180113,0.058766032,1101.877529,164.2594327,2376.588492,7.535536267,17.84023597,3.976071656,6.465790033,1,4,24,4,8,600,17500
2588,139.8954918,213.9367727,5975.758869,-0.115177239,-0.044660309,-0.073060576,1009.207169,269.7099629,1737.453877,9.318741009,26.9324698,5.83650507,6.13349089,10,4,24,67,15,5250,305000
2589,127.641791,104.0704768,1606.66212,0.018175826,0.05493901,-0.06073325,1033.471281,481.5513694,648.2387811,10.31392943,19.65906288,5.499810893,5.970791091,10,4,24,27,23,2750,125625
2590,248.5597484,190.9266816,1652.726584,0.051142341,0.057768946,-0.027434039,929.6740738,717.039532,684.9953105,12.73464503,50.56218984,9.406666568,5.921778548,10,4,111,42,17,3250,99375
