FID,Shape_Leng,Shape_Area,Count_,landslide,prob
0,2350,193125,0,0,0.467009
1,1550,48750,0,0,0.237258
2,850,24375,0,0,0.35891
3,3200,321875,0,0,0.764901
4,2250,128750,0,0,0.562786
5,5850,703125,0,0,0.870238
6,5250,353750,0,0,0.89381
7,5150,481875,0,0,0.950947
8,3550,290625,0,0,0.887486
9,750,22500,0,0,0.43044
10,5250,235000,0,0,0.791576
11,1750,86250,0,0,0.926884
12,2300,120000,0,0,0.702317
13,1350,49375,0,0,0.498811
14,2900,156250,0,0,0.621282
15,3900,413125,0,0,0.595233
16,1750,84375,0,0,0.578078
17,4550,417500,0,0,0.770053
18,2700,253750,0,0,0.822708
19,2400,156875,0,0,0.910658
20,1500,63125,0,0,0.126667
21,4650,619375,0,0,0.926877
22,3250,163750,0,0,0.419522
23,1650,64375,0,0,0.76338
24,2750,306250,0,0,0.667757
25,3800,249375,0,0,0.780235
26,6000,595000,0,0,0.622598
27,2850,288125,0,0,0.675827
28,12200,2490625,0,0,0.399644
29,3200,300625,0,0,0.728076
30,4800,530000,0,0,0.466019
31,2450,149375,0,0,0.612312
32,2450,88750,0,0,0.802041
33,3500,351875,0,0,0.90747
34,2450,122500,0,0,0.811774
35,3050,209375,0,0,0.322186
36,3850,270000,0,0,0.406133
37,3150,214375,0,0,0.777829
38,10150,1546875,0,0,0.563886
39,3650,208750,0,0,0.286166
40,1800,50625,0,0,0.224028
41,1700,63125,0,0,0.9329
42,100,625,0,0,0.877376
43,3750,390625,0,0,0.759789
44,3250,164375,0,0,0.899845
45,2900,115000,0,0,0.721485
46,3550,302500,0,0,0.787942
47,3450,294375,0,0,0.949512
48,5650,786875,0,0,0.550951
49,4300,336875,0,0,0.636057
50,3900,380000,0,0,0.838064
51,3700,298125,0,0,0.772003
52,2750,203125,0,0,0.845989
53,1550,44375,0,0,0.523006
54,2250,83750,0,0,0.618458
55,1950,138750,0,0,0.713623
56,3000,177500,0,0,0.80165
57,3400,167500,0,0,0.592711
58,2800,122500,0,0,0.82784
59,3450,403750,0,0,0.835975
60,5300,585000,1,1,0.650264
61,2800,196250,0,0,0.760678
62,4100,486875,0,0,0.866024
63,3250,227500,0,0,0.63243
64,8600,1192500,0,0,0.803208
65,3300,218750,0,0,0.788394
66,4200,455000,0,0,0.91881
67,2950,236875,0,0,0.711215
68,2700,115625,0,0,0.669432
69,950,26875,0,0,0.286832
70,2800,198125,0,0,0.647516
71,3850,292500,0,0,0.48748
72,1400,55625,0,0,0.850941
73,3350,301875,0,0,0.814607
74,4950,423750,0,0,0.886349
75,2900,216250,0,0,0.801247
76,3750,343750,0,0,0.731669
77,2450,61875,0,0,0.812522
78,6300,931250,0,0,0.34073
79,3400,219375,0,0,0.907691
80,1900,65625,0,0,0.846465
81,4600,447500,0,0,0.778895
82,1900,81875,0,0,0.808214
83,3150,225000,0,0,0.810057
84,2650,139375,0,0,0.449054
85,2450,173125,0,0,0.940639
86,3050,193750,0,0,0.776431
87,3550,314375,0,0,0.914445
88,3300,216250,0,0,0.56667
89,3850,507500,0,0,0.870937
90,1900,106250,0,0,0.511608
91,1950,141875,0,0,0.835433
92,1400,51875,0,0,0.948359
93,3350,229375,0,0,0.424756
94,9250,1569375,0,0,0.926157
95,1400,60625,0,0,0.843843
96,3300,271250,0,0,0.750705
97,1400,60000,0,0,0.844073
98,2600,128750,0,0,0.624287
99,4850,388125,0,0,0.91688
100,3150,182500,0,0,0.805872
101,7250,564375,0,0,0.78093
102,2100,120625,0,0,0.520084
103,800,30625,0,0,0.94629
104,3300,314375,0,0,0.647499
105,4050,296875,0,0,0.949194
106,1950,120625,0,0,0.805932
107,5900,828125,0,0,0.799115
108,2150,121250,0,0,0.774832
109,1550,41875,0,0,0.238743
110,3850,236875,0,0,0.750398
111,1000,28750,0,0,0.406003
112,8950,852500,0,0,0.41592
113,3050,200000,0,0,0.858774
114,5300,556875,0,0,0.391372
115,3700,257500,0,0,0.655931
116,2500,135000,0,0,0.586773
117,600,18125,0,0,0.48987
118,3700,253750,0,0,0.473767
119,3050,163125,0,0,0.879766
120,3900,294375,0,0,0.932255
121,4000,306875,0,0,0.398962
122,3450,140625,0,0,0.826777
123,4650,400625,0,0,0.849122
124,1800,72500,0,0,0.444591
125,4800,595625,0,0,0.94328
126,3600,298750,0,0,0.577439
127,6550,575000,0,0,0.891278
128,3500,269375,0,0,0.878224
129,2800,130625,0,0,0.40401
130,2450,86250,0,0,0.613509
131,650,19375,0,0,0.906558
132,4000,270000,0,0,0.89782
133,2050,62500,0,0,0.81923
134,2700,130000,0,0,0.497531
135,4250,424375,0,0,0.750215
136,2100,128750,0,0,0.939067
137,4050,410625,0,0,0.824742
138,2250,135625,0,0,0.756779
139,1300,47500,0,0,0.657063
140,2700,237500,0,0,0.81736
141,3500,115625,0,0,0.390461
142,4000,326250,0,0,0.780737
143,3150,291875,0,0,0.454754
144,2750,143750,0,0,0.817726
145,1650,84375,0,0,0.821545
146,3250,268750,0,0,0.74019
147,2750,148750,0,0,0.8874
148,2950,141250,0,0,0.809073
149,2800,210625,0,0,0.193772
150,2950,200625,0,0,0.946064
151,1800,101250,0,0,0.681785
152,3200,112500,0,0,0.857694
153,2850,171875,0,0,0.872969
154,2500,180625,0,0,0.483875
155,6200,478125,0,0,0.79725
156,3500,286250,0,0,0.941679
157,3150,263750,0,0,0.82174
158,6550,533125,0,0,0.890667
159,5200,337500,1,1,0.6021
160,900,30000,0,0,0.306094
161,3300,301875,0,0,0.386616
162,3150,131875,0,0,0.438219
163,1550,68750,0,0,0.931307
164,3950,389375,0,0,0.564613
165,3300,330625,0,0,0.278718
166,5200,296875,0,0,0.591413
167,5700,428125,0,0,0.52638
168,6700,618125,0,0,0.797552
169,3300,199375,0,0,0.667178
170,4250,205625,0,0,0.820816
171,1700,65625,0,0,0.395058
172,3900,394375,0,0,0.819909
173,1800,71875,0,0,0.395941
174,5300,504375,0,0,0.693943
175,1450,77500,0,0,0.187338
176,5850,295000,0,0,0.872798
177,1200,45000,0,0,0.721998
178,4100,558750,1,1,0.910855
179,3200,215000,0,0,0.375325
180,5350,424375,0,0,0.873822
181,3850,252500,0,0,0.539672
182,3050,228750,0,0,0.310642
183,2100,128750,0,0,0.520383
184,4450,294375,0,0,0.903307
185,4150,231250,0,0,0.29532
186,3400,125000,0,0,0.905189
187,3300,276875,0,0,0.841489
188,3700,216250,0,0,0.605789
189,3000,232500,0,0,0.501628
190,4200,270000,0,0,0.913055
191,6250,826250,0,0,0.898295
192,1450,61875,0,0,0.549063
193,2150,116875,0,0,0.882842
194,3000,273750,0,0,0.286527
195,1150,48125,0,0,0.824127
196,4850,468125,0,0,0.88897
197,2700,259375,0,0,0.610813
198,3600,262500,0,0,0.933434
199,3800,412500,0,0,0.507143
200,1950,125625,0,0,0.683401
201,4500,402500,0,0,0.953835
202,1200,45625,0,0,0.671263
203,3650,393125,0,0,0.178431
204,5700,348750,1,1,0.703426
205,5300,466875,0,0,0.576098
206,3300,125625,0,0,0.92176
207,2300,143125,0,0,0.792272
208,2650,111875,0,0,0.723322
209,2200,100625,0,0,0.378586
210,1200,48125,0,0,0.761319
211,4800,350000,0,0,0.877367
212,8800,1102500,0,0,0.601774
213,3000,145000,0,0,0.431438
214,850,36875,0,0,0.168051
215,1250,58125,0,0,0.211119
216,5000,665625,0,0,0.781294
217,3000,210625,0,0,0.681565
218,4450,257500,0,0,0.600709
219,3900,248750,0,0,0.741556
220,2650,148750,0,0,0.544092
221,2700,240625,0,0,0.641391
222,2100,91250,0,0,0.313202
223,2550,143750,0,0,0.789952
224,8050,921250,0,0,0.833062
225,1600,63125,0,0,0.614682
226,2650,217500,0,0,0.781134
227,1900,102500,0,0,0.644718
228,550,17500,0,0,0.919881
229,1200,49375,0,0,0.637323
230,2650,255625,0,0,0.68703
231,1650,70000,0,0,0.748305
232,5650,537500,0,0,0.735853
233,750,17500,0,0,0.846261
234,800,21875,0,0,0.891431
235,2750,195000,0,0,0.893046
236,3800,150625,0,0,0.469323
237,3050,188125,0,0,0.560412
238,6000,716875,0,0,0.920167
239,2550,138125,0,0,0.32665
240,3550,162500,0,0,0.566354
241,3050,200625,1,1,0.791112
242,6350,906875,0,0,0.790171
243,3100,256875,0,0,0.858081
244,1500,60625,0,0,0.342579
245,2900,251875,0,0,0.68939
246,6100,529375,0,0,0.800803
247,2200,152500,0,0,0.927603
248,1300,45000,0,0,0.820119
249,3150,290625,0,0,0.735593
250,7000,981250,0,0,0.42916
251,1900,104375,1,1,0.487236
252,5850,422500,0,0,0.541586
253,900,30000,0,0,0.589318
254,4400,256875,0,0,0.799671
255,3100,206875,0,0,0.511552
256,3850,210625,0,0,0.363187
257,5150,380000,0,0,0.725631
258,2700,216250,0,0,0.898136
259,2700,196875,0,0,0.878332
260,5700,599375,0,0,0.872255
261,2250,160000,0,0,0.927293
262,2150,80000,0,0,0.425725
263,5400,305625,0,0,0.732521
264,1200,54375,0,0,0.955979
265,2750,101875,0,0,0.741858
266,1250,55000,0,0,0.168073
267,1700,96875,0,0,0.911288
268,4400,419375,1,1,0.647627
269,3250,166875,0,0,0.814579
270,4000,235625,0,0,0.544817
271,2850,180625,0,0,0.418113
272,1900,125000,0,0,0.823292
273,1200,31250,0,0,0.38955
274,1250,46875,0,0,0.116739
275,3100,162500,0,0,0.778625
276,3900,399375,0,0,0.903975
277,2650,179375,0,0,0.428415
278,1400,60000,0,0,0.848593
279,2400,139375,0,0,0.386898
280,6000,468750,0,0,0.840528
281,1250,34375,0,0,0.0402933
282,3050,312500,0,0,0.744598
283,2750,126250,0,0,0.557326
284,6800,991875,0,0,0.492496
285,2950,145625,0,0,0.932003
286,1500,51875,0,0,0.90174
287,3750,262500,0,0,0.462804
288,3500,147500,0,0,0.236048
289,3650,262500,0,0,0.814321
290,4600,499375,0,0,0.955857
291,2250,101875,0,0,0.880126
292,3600,160625,0,0,0.292228
293,2450,148125,0,0,0.743059
294,3100,174375,0,0,0.804538
295,3200,242500,0,0,0.353877
296,3750,267500,0,0,0.788266
297,1350,57500,0,0,0.789904
298,8450,620625,0,0,0.800084
299,3200,181250,0,0,0.718409
300,1600,43750,0,0,0.288161
301,3400,269375,0,0,0.466726
302,2400,139375,0,0,0.324705
303,3450,124375,0,0,0.80785
304,3550,230000,0,0,0.348877
305,800,19375,0,0,0.144896
306,1950,126250,0,0,0.478416
307,2200,110625,0,0,0.265453
308,2550,123125,0,0,0.749445
309,1000,36875,0,0,0.83969
310,4800,270625,0,0,0.596696
311,4950,305000,0,0,0.484535
312,9100,1004375,0,0,0.706305
313,5450,648125,0,0,0.782089
314,3250,188125,0,0,0.241956
315,1800,82500,0,0,0.623108
316,2750,155000,0,0,0.816162
317,4650,270000,0,0,0.475499
318,3650,253750,0,0,0.735293
319,5150,423125,0,0,0.807958
320,6150,542500,0,0,0.886476
321,1250,40000,0,0,0.102133
322,4450,363125,0,0,0.779112
323,5650,380000,1,1,0.894784
324,750,17500,0,0,0.226102
325,6500,685625,0,0,0.84117
326,7000,686250,0,0,0.893626
327,4600,359375,0,0,0.225493
328,4400,195000,0,0,0.179438
329,3550,131250,0,0,0.373109
330,3300,191250,0,0,0.157872
331,4300,261875,0,0,0.738431
332,1500,56875,0,0,0.614136
333,1800,107500,0,0,0.696618
334,3850,314375,0,0,0.598985
335,3300,264375,0,0,0.576617
336,3150,190000,0,0,0.358696
337,850,18750,0,0,0.0600833
338,1100,43750,0,0,0.271514
339,2750,192500,0,0,0.377952
340,3000,175000,0,0,0.877257
341,5550,260625,0,0,0.32388
342,2450,154375,0,0,0.535841
343,2350,153750,0,0,0.892531
344,3800,154375,0,0,0.491035
345,3300,218750,0,0,0.500925
346,3150,198750,0,0,0.246402
347,1800,81875,0,0,0.803764
348,2800,134375,0,0,0.213961
349,2100,101875,0,0,0.153772
350,2550,57500,0,0,0.355464
351,1750,96875,0,0,0.0546692
352,4450,296250,0,0,0.814105
353,3500,365625,0,0,0.63066
354,4000,396250,0,0,0.898704
355,1900,68750,0,0,0.207518
356,2750,226250,0,0,0.613263
357,3650,248750,0,0,0.506327
358,1950,109375,0,0,0.694014
359,3550,296875,0,0,0.59409
360,4650,405000,0,0,0.831901
361,3350,165625,0,0,0.60486
362,5200,494375,0,0,0.898959
363,3700,381250,0,0,0.73097
364,3800,312500,0,0,0.733094
365,3700,176250,0,0,0.485685
366,2150,123125,0,0,0.42686
367,2500,185625,0,0,0.930611
368,5600,348750,0,0,0.791611
369,4300,401875,0,0,0.872205
370,6000,618125,0,0,0.971009
371,5050,338125,0,0,0.512087
372,2800,117500,0,0,0.658401
373,3100,238125,0,0,0.366666
374,4000,386875,0,0,0.30014
375,3950,234375,0,0,0.638524
376,1850,62500,0,0,0.409657
377,6200,256250,0,0,0.689167
378,3900,295000,0,0,0.0412209
379,6050,371875,0,0,0.835861
380,1750,90625,0,0,0.922651
381,3700,181250,0,0,0.704722
382,3650,273125,0,0,0.822405
383,4700,692500,0,0,0.53822
384,3100,225000,0,0,0.665468
385,3450,186875,0,0,0.219903
386,3000,215000,0,0,0.777036
387,6000,539375,0,0,0.79184
388,4100,317500,0,0,0.294999
389,2500,193125,0,0,0.131922
390,6300,337500,0,0,0.464666
391,1050,27500,0,0,0.336129
392,4350,478750,0,0,0.803793
393,2200,123750,0,0,0.743195
394,2750,251250,0,0,0.938268
395,4600,553125,1,1,0.940774
396,2550,78125,0,0,0.816206
397,2000,107500,0,0,0.725351
398,2050,98750,0,0,0.856931
399,3350,306875,0,0,0.783472
400,850,30625,0,0,0.975803
401,6550,533750,0,0,0.903343
402,1400,60625,0,0,0.907081
403,2000,80625,0,0,0.204229
404,3800,314375,0,0,0.264413
405,3550,348750,0,0,0.939674
406,3600,201250,0,0,0.845093
407,3300,322500,0,0,0.430358
408,2500,86875,0,0,0.390367
409,4700,287500,0,0,0.465458
410,3000,230000,0,0,0.835574
411,850,23750,0,0,0.0545194
412,4000,302500,0,0,0.934733
413,3800,195000,1,1,0.788153
414,1750,102500,0,0,0.283361
415,3000,195625,0,0,0.650487
416,2800,255625,0,0,0.572928
417,3100,189375,0,0,0.266333
418,2000,118125,0,0,0.5535
419,1400,72500,0,0,0.411295
420,3200,242500,0,0,0.838287
421,5200,436875,0,0,0.821434
422,4050,294375,0,0,0.479968
423,3300,228750,0,0,0.135267
424,2150,103750,0,0,0.619086
425,2150,164375,0,0,0.540434
426,1400,36875,0,0,0.109591
427,6000,396250,0,0,0.745103
428,5400,230625,0,0,0.213756
429,4700,359375,0,0,0.699423
430,3500,290625,0,0,0.603427
431,4900,313750,0,0,0.717668
432,4100,382500,0,0,0.874412
433,2550,140625,0,0,0.876609
434,1350,69375,0,0,0.255219
435,2950,171250,0,0,0.854815
436,4300,270625,0,0,0.916709
437,950,19375,0,0,0.854414
438,2050,149375,0,0,0.523486
439,5500,433750,0,0,0.781565
440,2950,246875,0,0,0.170101
441,1550,57500,0,0,0.92384
442,7350,660000,0,0,0.755947
443,1250,47500,0,0,0.713403
444,3700,309375,0,0,0.873103
445,3500,173125,0,0,0.55348
446,3900,144375,0,0,0.459461
447,3000,180625,0,0,0.223058
448,2350,140000,0,0,0.0722812
449,8250,478125,0,0,0.681998
450,4700,349375,1,1,0.901393
451,2200,132500,0,0,0.951059
452,3800,415625,0,0,0.884733
453,650,20625,0,0,0.510664
454,750,20000,0,0,0.652241
455,3150,200625,0,0,0.494151
456,6800,442500,0,0,0.912219
457,1400,50625,0,0,0.355239
458,2100,90000,0,0,0.0446786
459,3750,399375,0,0,0.854291
460,2600,105625,0,0,0.698451
461,3250,256875,0,0,0.799097
462,1950,86875,0,0,0.281226
463,5550,532500,0,0,0.65124
464,4750,393750,0,0,0.422297
465,4350,433125,0,0,0.531272
466,2400,131875,0,0,0.112099
467,3050,230625,0,0,0.750281
468,2150,128125,0,0,0.777898
469,2650,178750,0,0,0.310481
470,3750,227500,1,1,0.346129
471,3050,230000,0,0,0.0979039
472,3450,163125,0,0,0.225375
473,3150,278750,0,0,0.645462
474,100,625,0,0,0.87338
475,1550,51250,0,0,0.440056
476,4150,191875,0,0,0.158074
477,2150,131250,0,0,0.869139
478,5200,235000,0,0,0.507571
479,4600,534375,0,0,0.147699
480,3300,171875,0,0,0.884111
481,1500,70000,0,0,0.050486
482,4050,246250,0,0,0.356191
483,5400,335000,0,0,0.679028
484,1950,130000,0,0,0.159606
485,2400,161250,0,0,0.236936
486,4600,335000,0,0,0.281643
487,1800,95625,0,0,0.870617
488,1500,88125,0,0,0.496725
489,2950,208750,0,0,0.903155
490,3100,191250,0,0,0.794
491,1700,100625,0,0,0.552464
492,4450,290625,0,0,0.389761
493,3250,295625,0,0,0.833924
494,1700,50625,0,0,0.0673115
495,3100,190625,0,0,0.381344
496,3750,266875,0,0,0.468523
497,1550,55000,0,0,0.216668
498,2150,89375,0,0,0.708778
499,4650,586875,0,0,0.77988
500,3850,281875,0,0,0.768206
501,3350,178125,0,0,0.543984
502,4750,286250,0,0,0.498495
503,2900,301875,0,0,0.423623
504,4500,506250,0,0,0.279946
505,2950,232500,0,0,0.310212
506,1150,21250,0,0,0.247891
507,3200,151875,0,0,0.264602
508,3550,310000,0,0,0.315156
509,2950,153125,0,0,0.443941
510,2800,148750,0,0,0.69725
511,3950,165000,0,0,0.740302
512,5950,469375,0,0,0.0260689
513,2350,80625,0,0,0.299699
514,3300,178125,0,0,0.168452
515,4000,296250,0,0,0.162832
516,2850,248125,0,0,0.691401
517,4000,195000,0,0,0.748381
518,4750,316250,0,0,0.658918
519,4500,439375,0,0,0.459075
520,3950,247500,0,0,0.146829
521,3950,162500,0,0,0.762873
522,4600,235625,0,0,0.762904
523,6050,455625,0,0,0.603295
524,5650,623125,0,0,0.848671
525,2500,183125,0,0,0.710658
526,3900,352500,0,0,0.463264
527,1000,28750,0,0,0.680376
528,3450,227500,0,0,0.886451
529,4000,159375,0,0,0.483036
530,2450,138750,0,0,0.948957
531,4450,381250,0,0,0.866407
532,3050,198750,0,0,0.453819
533,1800,48125,0,0,0.268862
534,3700,248750,0,0,0.639849
535,2950,249375,0,0,0.723988
536,2550,103125,0,0,0.679188
537,1500,73125,0,0,0.446175
538,3450,240625,0,0,0.683599
539,1900,76250,0,0,0.289187
540,3400,296875,0,0,0.534367
541,1000,29375,0,0,0.692649
542,3500,295000,0,0,0.785536
543,2500,178750,0,0,0.775317
544,2150,117500,0,0,0.392412
545,3250,283125,0,0,0.336076
546,1800,81250,0,0,0.0378745
547,3800,348125,0,0,0.743483
548,2150,155000,0,0,0.407848
549,9250,1121875,0,0,0.184383
550,1300,48750,0,0,0.920156
551,2500,192500,0,0,0.715069
552,3200,280625,0,0,0.300364
553,2850,153125,0,0,0.0695959
554,2300,133125,0,0,0.581228
555,3200,201875,0,0,0.757079
556,4250,394375,0,0,0.752412
557,2700,163750,0,0,0.736786
558,2350,127500,0,0,0.151061
559,10000,927500,0,0,0.0768703
560,3450,163125,0,0,0.714381
561,1400,38125,0,0,0.513277
562,3100,113750,0,0,0.85938
563,3300,238750,0,0,0.805468
564,1300,29375,0,0,0.879353
565,1100,25625,0,0,0.190151
566,2350,103125,0,0,0.598879
567,4800,406875,0,0,0.88836
568,4000,178125,0,0,0.762415
569,2550,126250,0,0,0.533797
570,1200,36875,0,0,0.25806
571,3400,208750,0,0,0.814111
572,4800,363125,0,0,0.826734
573,3500,290000,0,0,0.584321
574,2900,269375,0,0,0.747642
575,6300,466250,0,0,0.197032
576,6250,428750,0,0,0.121438
577,3750,153750,0,0,0.159201
578,3100,189375,0,0,0.063638
579,1650,66875,0,0,0.0350217
580,1150,46875,0,0,0.427456
581,3400,229375,0,0,0.846548
582,1100,46250,0,0,0.0742196
583,7500,539375,0,0,0.784085
584,2700,218750,0,0,0.597077
585,6050,759375,0,0,0.534042
586,3650,306875,0,0,0.070762
587,4600,223125,0,0,0.1657
588,3500,402500,0,0,0.0442194
589,1200,38750,0,0,0.0710238
590,1650,80000,0,0,0.772498
591,4350,298125,0,0,0.587779
592,3650,398750,0,0,0.888866
593,3650,248125,0,0,0.874698
594,5550,498750,0,0,0.917347
595,4700,456875,0,0,0.767907
596,7400,538750,0,0,0.809846
597,3750,336875,0,0,0.670863
598,4450,195625,0,0,0.373213
599,3200,182500,0,0,0.0700661
600,5250,395625,0,0,0.485476
601,1000,26875,0,0,0.943654
602,1100,31250,0,0,0.405194
603,6300,659375,0,0,0.902586
604,8800,709375,0,0,0.170166
605,8950,439375,0,0,0.356964
606,1400,53125,0,0,0.0273606
607,3100,236875,0,0,0.318012
608,2300,161250,0,0,0.874277
609,1950,69375,0,0,0.764741
610,2550,93750,0,0,0.919638
611,4250,264375,0,0,0.387071
612,2900,228125,0,0,0.928843
613,4800,488125,0,0,0.23353
614,2600,178750,0,0,0.077867
615,3550,233750,0,0,0.578548
616,4250,371875,0,0,0.946236
617,4400,346250,0,0,0.82395
618,2350,178750,0,0,0.43537
619,2800,156250,0,0,0.647568
620,5000,310625,0,0,0.190285
621,5450,401875,0,0,0.771288
622,4900,401250,0,0,0.544004
623,4400,310625,0,0,0.743413
624,5050,370000,0,0,0.495148
625,2950,158125,0,0,0.909193
626,1100,28125,0,0,0.834234
627,950,42500,0,0,0.918982
628,2600,155625,0,0,0.914661
629,2450,168125,0,0,0.676568
630,3450,202500,0,0,0.560692
631,7250,645000,1,1,0.813105
632,950,18750,0,0,0.00766177
633,1650,63125,0,0,0.401911
634,4100,173125,1,1,0.85425
635,4350,246250,0,0,0.623734
636,3000,194375,0,0,0.616697
637,4300,489375,0,0,0.37786
638,3350,266250,0,0,0.959437
639,3250,210000,0,0,0.73567
640,5300,265625,0,0,0.683424
641,3400,175000,0,0,0.250057
642,3050,243125,0,0,0.11852
643,3200,120000,0,0,0.311003
644,1900,114375,0,0,0.665739
645,2600,118750,0,0,0.385039
646,700,23125,0,0,0.449214
647,900,31250,0,0,0.851723
648,5650,429375,0,0,0.917292
649,850,28750,0,0,0.13335
650,6500,340000,0,0,0.667234
651,6050,503750,0,0,0.752241
652,950,18750,0,0,0.0513329
653,7850,688750,0,0,0.929216
654,4600,315625,0,0,0.341539
655,4350,227500,0,0,0.44378
656,4450,205625,0,0,0.79022
657,1200,52500,0,0,0.0296634
658,3500,401250,0,0,0.296957
659,4050,152500,0,0,0.357962
660,3650,290625,0,0,0.0816084
661,3850,171250,0,0,0.558203
662,5700,711250,0,0,0.850264
663,1450,38750,0,0,0.0984389
664,4100,361250,0,0,0.161482
665,4900,548750,0,0,0.936149
666,3900,351875,0,0,0.61295
667,3700,328125,0,0,0.861654
668,3100,283125,0,0,0.746442
669,3900,286875,0,0,0.0656029
670,3850,262500,1,1,0.877543
671,5150,376875,0,0,0.940333
672,4450,256250,0,0,0.235425
673,800,23750,0,0,0.0313841
674,1850,73125,0,0,0.779362
675,4100,212500,0,0,0.765944
676,2250,116875,0,0,0.409794
677,9700,1041875,0,0,0.657749
678,9400,676875,0,0,0.803243
679,1350,45625,0,0,0.20513
680,3650,240000,0,0,0.921061
681,3800,242500,0,0,0.30295
682,1600,56250,0,0,0.489296
683,4300,270000,0,0,0.752171
684,6050,523750,0,0,0.826264
685,2500,224375,0,0,0.011618
686,2950,263750,0,0,0.551574
687,4300,538125,1,1,0.858553
688,4200,381875,0,0,0.839017
689,1300,66250,0,0,0.919922
690,3300,187500,0,0,0.751077
691,7150,503750,0,0,0.588785
692,1950,104375,0,0,0.0462135
693,2350,133125,0,0,0.133952
694,4200,197500,0,0,0.838179
695,5650,342500,1,1,0.795055
696,3650,345000,0,0,0.221945
697,2350,158125,0,0,0.332424
698,3100,212500,0,0,0.182049
699,3850,174375,0,0,0.402605
700,4750,530625,0,0,0.551337
701,3150,177500,0,0,0.196987
702,3850,184375,0,0,0.0808785
703,4000,177500,0,0,0.523904
704,4950,306250,0,0,0.825864
705,3700,204375,0,0,0.823542
706,4350,289375,0,0,0.38453
707,3600,381250,0,0,0.963231
708,2400,127500,0,0,0.140266
709,2100,88125,0,0,0.0265352
710,1400,55000,0,0,0.664055
711,1500,56875,0,0,0.0379411
712,100,625.0000001,0,0,0.355251
713,3700,150000,0,0,0.278673
714,2700,188750,0,0,0.0886212
715,3600,274375,0,0,0.275252
716,3750,182500,0,0,0.138432
717,4600,399375,0,0,0.717779
718,2150,60625,0,0,0.670916
719,3000,206250,0,0,0.474962
720,3950,212500,0,0,0.0520017
721,3700,285625,0,0,0.134691
722,2750,180625,0,0,0.696182
723,2800,160625,0,0,0.900072
724,3200,168750,1,1,0.835173
725,3500,195000,0,0,0.100697
726,3500,175000,0,0,0.0783306
727,4050,215625,0,0,0.455902
728,4600,443750,0,0,0.130611
729,2100,131875,0,0,0.109158
730,2900,167500,0,0,0.442294
731,2450,100625,0,0,0.0104978
732,1300,30625,0,0,0.027181
733,3750,200000,0,0,0.0590872
734,2250,119375,0,0,0.0293186
735,2900,162500,0,0,0.517356
736,2400,125625,0,0,0.0831876
737,4250,390625,0,0,0.852975
738,1850,116875,0,0,0.426607
739,3150,121250,0,0,0.290733
740,6000,1020000,2,1,0.8819
741,2150,62500,0,0,0.0443495
742,2750,187500,0,0,0.833269
743,1400,46875,0,0,0.122728
744,5750,406875,0,0,0.553905
745,2450,107500,0,0,0.104889
746,2850,264375,0,0,0.3628
747,3100,203125,0,0,0.572327
748,1800,103125,0,0,0.795712
749,3000,278125,0,0,0.0370516
750,3250,206250,0,0,0.107445
751,2400,80625,0,0,0.0968574
752,4050,366875,0,0,0.511705
753,4950,268750,0,0,0.541468
754,2950,189375,0,0,0.0327119
755,2000,81250,0,0,0.0159156
756,1200,35000,0,0,0.112394
757,5300,690000,0,0,0.225592
758,1400,51250,0,0,0.0344246
759,1600,62500,0,0,0.881296
760,3400,168125,0,0,0.297459
761,3250,280000,0,0,0.0939385
762,3150,207500,0,0,0.0968724
763,3950,306875,1,1,0.913738
764,4200,329375,0,0,0.794932
765,7250,676250,0,0,0.526246
766,4850,328750,0,0,0.123422
767,2950,218125,1,1,0.721408
768,750,22500,0,0,0.0440998
769,4200,313125,0,0,0.143897
770,4750,258750,0,0,0.758575
771,5900,433125,0,0,0.830922
772,1150,34375,0,0,0.150603
773,4500,358125,2,1,0.668938
774,2500,102500,0,0,0.0187122
775,7250,470625,0,0,0.419446
776,2900,257500,0,0,0.105999
777,3250,278750,0,0,0.151349
778,6550,688125,0,0,0.105764
779,8650,701875,0,0,0.850213
780,10000,763750,0,0,0.437879
781,800,19375,0,0,0.0307199
782,5000,518750,0,0,0.60143
783,2600,146875,0,0,0.0647257
784,2250,56250,0,0,0.362567
785,3550,370625,0,0,0.316368
786,1550,85000,0,0,0.715553
787,3850,416875,0,0,0.622376
788,3200,279375,0,0,0.928117
789,3050,210625,0,0,0.165573
790,1550,73750,0,0,0.0149385
791,800,26250,0,0,0.0475543
792,3350,202500,0,0,0.0447726
793,5300,664375,0,0,0.743815
794,4100,230625,0,0,0.27198
795,3450,223125,0,0,0.216846
796,1900,118125,0,0,0.440651
797,2250,187500,0,0,0.460562
798,3400,197500,0,0,0.703147
799,3350,209375,0,0,0.389914
800,2700,174375,0,0,0.0632141
801,3400,245000,0,0,0.199285
802,1950,107500,0,0,0.00972239
803,4300,260000,0,0,0.0711387
804,1900,115000,0,0,0.489673
805,2850,130625,0,0,0.33142
806,8350,740000,0,0,0.416328
807,2550,194375,0,0,0.129418
808,3150,195000,0,0,0.111222
809,5700,454375,0,0,0.706913
810,2800,161250,0,0,0.0682328
811,2300,110625,0,0,0.497598
812,4100,202500,0,0,0.460723
813,1300,35000,0,0,0.831809
814,4400,198750,0,0,0.522707
815,1200,30625,0,0,0.0507501
816,3250,198125,0,0,0.0758148
817,5850,529375,0,0,0.877427
818,3850,247500,0,0,0.759957
